id,sentence1,sentence2,dm1,dm2
1494,"The mechanisms we might look to often allowed you to make a choice, but the choice was for life--yours or, at least, your partner's.",i think we ought to look at how free people were to construct their own duties and the order of their personal lives.,"separately,","then,"
1495,"And they filled this ball with clay, and set it out to dry.",one could not tell the difference between it and a shot.,afterward,"as a result,"
1497,"He used it on Frodo, in an attempt to claim the Ring and punish its bearer by putting him in a state worse than death.",the blade failed to complete its task.,"fortunately,","though,"
1502,"You don't know if it's true or not as a matter of fact, no one knows for sure but the parties involved and God!",no one should judge and say anything and let the legal counsels do what they must do.,however,therefore
1505,Dareus on top of him!,i suppose kyle should have thrown dareus off him like a pesky housefly and stood tall in that pocket (ahem - what pocket?),but,"then,"
1513,Delaware County's own Tina Fey joined Amy Poehler at the Screen Actor's Guild Awards to honor comedian Carol Burnett with a Lifetime Achievement Award.,leonardo dicaprio got caught in the crossfire of the night.,"ultimately,","though,"
1519,"Generally, the reaction in (a) can be carried out in any appropriate way.",it can be carried out in a batch reactor or in at least one semi-continuously operated reactor or in at least one continuously operated reactor.,"thus,",for example
1521,"First, I applaud Nick's effort to deal with the issue raised which does exist.",i have time today and you're in for it....,on the other hand,"however,"
1525,A spokeswoman for Amazon did not immediately reply to a request for comment.,amazon is also trying to remove barriers to using hosted cloud computing.,"separately,","however,"
1527,"Alternatively, it can be a bit flaky; when I was backing up to a local hard drive, it would often quit with an indecipherable error.",these limitations are pretty easy to overcome.,"luckily,","however,"
1537,You can watch the game on MASN.,"the fact that we'll be rolling out a new blog software sometime during the game, i unfortunately won't be providing updates.",because of that,and
1540,"The artist was engaged by the publisher to make the sketch and having been compensated, to a large extent had no further interest in the process.",the cutter and then the printer.,"likewise,","in turn,"
1542,"Throughout the 1950s, there were numerous trials of Ticani and other Sufi leaders for antistate activities.","some movements, notably the süleymancı and nurcular, cooperated with those politicians perceived as supportive of pro-islamic policies.",simultaneously,"however,"
1547,"Or at least be gratified, in this nice review of The Particle at the End of the Universe by Adam Frank at NPR.",simply be amazed and astonished.,"or,",on the other hand
1552,"But grammar can also be seen as empty form, which on its own produces mere chatter without substance--a female stereotype.","is configured either as substantial and significant (so: agentive and male) or as ""natural"", even earthy (so: passive and female).","meaning,","in contrast,"
1553,"Most frequently appearing in maturity and happening on the face, acne rosacea more commonly affects women.",men commonly have more acute cases when they experience the condition.,"interestingly,","however,"
1554,"I'm ashamed to say that, given the financial burden as well as the travelling involved just to spend a few hours with her, I actually entertained the idea.","i concluded that leyna was, indeed, my daughter and i would never relinquish my fatherhood.","ultimately,","though,"
1556,"Again, that's fine, too, but I think it would be fair/helpful for readers to know the background of the authors including, in this case, Eve's former employment by Mr. Cuccinelli.",i think it's a great addition to my mailbox.,"overall,","though,"
1575,"""Detroit actually emailed my agent (Saturday) morning and called me on Monday and said they had five picks and if it worked out, it worked out.""",it was the raiders who won gallington's services.,"ultimately,","however,"
1583,Adapted from 'Ascorbic Acid and Vitamin A Content of Edible Wild Plants of Ohio and Kentucky'.,we have to look at palatability.,but,"again,"
1587,[6] almeda sought reconsideration of the city prosecutor's ruling.,"on march 27, 2001 the mtcc where the case was filed dismissed it on the ground that the crime fell within the jurisdiction of the regional trial court.","meantime,","however,"
1588,"If you recall this infomercial from December 2008, you probably remember it for lame double entendres like ""You're gonna love my nuts.""",it's been a tough year for tv's pitchmen.,"overall,","though,"
1591,"At the time Israeli officials and Jewish-Zionist leaders in the United States protested the Sunday Times revelations, and denied the charge.","israeli torture of prisoners was independently verified by amnesty international, and others.","later,","though,"
1592,This functionality was previously only available to paying customers.,anyone who wants access to the full feature set will still need to cough up $30 a year.,"ultimately,","though,"
1604,"Great acting and, as others have noted, does not condescend to the audience.",you have to watch in order and you have to pay attention.,because of that,"though,"
1609,the situation was all the more eerie because the storm had brought down branches across the road and we wondered if we were being set up for an ambush.,"we did arrive in the relative safety of maiduguri, the state's capital, only to encounter another hurdle.","eventually,","however,"
1614,"There's a belief that for the protection of these people, we still have to go forward with a case if we have the evidence to prove it.",a temporary restraining order prohibiting smith from having contact with mourglia or their children was lifted at mourglia's request.,"in the meantime,","though,"
1621,"However, Longworth wouldn't reveal whether HP itself was interested in making a Tegra-based netbook, saying that Nvidia ""can't comment on our partners' plans.""",this prototype shows the potential for using tegra in a netbook.,"in the meantime,","though,"
1627,I guess we'll have to worry ourselves into anxious little balls of cigarette smoke and sadness until the funeral episode drops during November sweeps.,we can speculate.,"in the meantime,","though,"
1628,On the following month the next verse (to other Gods of another month) was repeated in like manner.,they are slayers of the ugha and of one another also.,"although,","however,"
1635,"5a and 5b, but in which additional electrodes are provided.",referring now to fig.,"specifically,",and
1641,all of these surgeries experienced an increase of 38% or more in 2011.,"the plastic surgery business is down quite a bit compared its booming, pre-recession heyday.","overall,","though,"
1647,The U.S. military uses many unique items and concepts that civilians aren't exposed to.,"the need for expedient, clear communication, service members are immersed in a linguistic world apart from the daily life of a civilian.",because of this,and
1649,"""We have to meet or exceed that, and that's a big challenge.""",the nets couldn't meet it.,"in the end,","however,"
1651,"In like, Season 8, when the shark has been jumped and then re-jumped.",i like who he is for her.,"in the meantime,","though,"
1655,"I don't care to respond to each indevidually, on monile, responding is slow.","to make myself redundant, i'm not asking for a masterpiece.","anyway,","again,"
1659,"Again, it is way more complicated than I think you can grasp in this situation.","it was claimed that the ""rich"" were going trickle down to the poor.",additionally,"though,"
1662,It also rendered violence a superficially successful strategy for British 'white' working people.,"the author argues that in displacing their violence from state and employers to the most vulnerable among them, rioters' 'success' proved hollow.","ultimately,","however,"
1666,"Diaz's actual legal claim, by the way, is for wages that she claims she wasn't paid during her employment.",the damage to whitman is primarily the accusation that she knowingly employed an undocumented worker.,"obviously,","though,"
1671,"The headphones themselves are noise canceling, and of overall impressive quality.","the fact that they are also speakers, these headphones cost $159.99 (usd).",because of this,and
1672,Vray has been used by archviz community for a decade (?),the creator is always very carefully listens to the users and gives a direct feedback (that's a very important and nice thing about vray).,"now,",and
1681,"Once we are convinced of the doctrine of eternal election, we assume (or logically deduce) that God has only and eternally viewed us as objects of His love.","we conclude that the non-elect, being sovereignly excluded from grace, can never be the objects of any kind of divine favor.",conversely,therefore
1688,The figure could be in excess of Rs 100 crore.,sankeshwar may be itching to sell because he overreached himself and got too ambitious.,"in the end,","though,"
1691,"And that it can is largely down to two things: all the rest of the cast, and James McAvoy.",we're pretty disappointed with ourselves.,"so,","obviously,"
1693,This is also the case for my personal Irssi session.,"irssi is running under screen remotely, and you connect to that session from any other computer via ssh.","so,",in other words
1703,"In the past, the company's blog says, UPS package cars were ""built like tanks"" because they were kept in service for decades.",the company is changing its mindset.,"now,","though,"
1706,"The next ""big"" Doomsday, is scheduled for the 2030s, when a asteroid should hit us (with a 0.00001% chance of actually doing so).",we'll most likely have the defense-systems to wipe out giant rocks plummeting towards the earth.,"luckily,",by then
1714,"The session was tense, but Catterson was approved.","the screening committee voted to change its rules so that it could flunk candidates for deficiencies in any one of several categories, including temperament.",afterward,"however,"
1735,"The correction factors can be predefined as fixed values, but can also be dependent on the lateral acceleration g y and/or the vertical acceleration g z.",the assignment can also be made by means of a corresponding analytical function.,alternatively,"however,"
1739,"At last, tired out and discouraged, Leverett left us, and Wise and I pressed on toward Live Oak, the trail still hot.",the dogs began to show signs of fatigue.,"meantime,","however,"
1740,"By recording medium of an image recording installation, the screen of an oscillograph tube is particularly to be understood.",significant information is lost which could contribute to a better image interpretation.,"thereby,","however,"
1747,It would take years for him to trust you again and maybe he would never trust you.,"if you keep doing it, then he should find out.","now,",on the other hand
1753,"Even then, the software that came with the card did not work but the Windows Wireless utility was able to find the card and the network and the system ""worked"".",i decided to upgrade the os to windows 7 and had to buy another card that would work with windows 7 on an n based wireless network.,because of this,"however,"
1763,A six pack lined his stomach and upper waist.,he was lean.,"although,",at the same time
1764,"That doesn't really sound like fun, does it?","these are the two choices, laid out before each and every one of us: the way of life, or the way of death.","ultimately,","then,"
1776,"i put denver in second hand as a secondary character for fun, and now i'm 3/4 of the way through his story.","i'll be polishing up and shopping another novel by both marie and i, this one without an exact name yet.","next,","though,"
1779,"We toiled together over those burning sands, she with her empty bowl, I with my book of poison.",orual is allowed some comfort and redemption.,"in the end,","however,"
1780,There are so many temps in this warehouse that the staffing agency has its own office here.,"i'm working for a gigantic, immensely profitable company.","indeed,",and
1781,Is it somehow possible to migrate wiki pages (Wiki Library) to Enterprise Wiki Site with OOB capabilities?,to migrate the content of wiki pages (wiki library) to enterprise wiki ...,"or,",in other words
1782,"""All's we're searching for is trying to win a hockey game,"" he said.","he did say the rangers were searching for something: ""we need another big play at a key time and we're just not getting them consistently enough.""","later,","though,"
1783,It really was a wake up call and slapped me in the face to wake up life is short & our days are numbered.,other things that happened in my life i set out to be happy and live a life i want to live.,because of that,and
1788,"To describe the tribunals established by the MCA as a ""liberalization"" of habeas corpus echoes the Orwellian ""doublespeak"" of the Act itself.",we proceeded by treating invocations of habeas corpus as indicators of the strongest critiques of the mca.,"in sum,","then,"
1790,"While en route, Weiss said a deputy called for a detective and emergency medical services.",the deputy called for the coroner.,"ultimately,","however,"
1792,I am just more open to the possibility that the other 99.9999% will contain supernatural.,"what is more supernatural to you, a thing always existing or having a beginning?",and,furthermore
1798,"A device to illustrate silver can be considered to have as much in common with the dollar as with gold, in a certain context.",i wouldn't want to start such a conversation right here and now of course.,"although,","clearly,"
1800,"The TDP had another strong performance in the 1999 assembly elections, winning 180 seats; Naidu remained as chief minister.",the tdp's electoral fortunes declined as the party was confronted with several issues that affected its political prospects.,"thereafter,","however,"
1805,It had to have taken place prior to Five by Five (not an issue at all in regards to the actual content of events).,one wouldn't watch it that way.,"though,","obviously,"
1813,"as bloxham notes, ""given that travel to distant planets is likely to take decades, centuries or longer, this could make any mission to colonise other environments a non-starter.""",that a potential death mission to mars would have little chance of spawning a colony without better shielding technology.,"meaning,",for instance
1824,I forgot to do this once and paid dearly the next day when i couldn't sit down without flinching.,"this hint is just because i am a big coward, i never looked at the needle.","finally,",and
1825,"in the middle of february 1980, he kidnapped five-year-old timmy white from a street in ukiah.",dennis had figured out that young boys shouldn't be kidnapped and raped.,by then,"though,"
1830,"I completely dipped on Purple-crested Turaco, for example.","i was pretty happy with 195 species and also had a couple of difficult/rare sightings (yellow-streaked greenbul, marico flycatcher, gorgeous bush-shrike, orange-breasted bush-shrike) to make things more interesting.","overall,","however,"
1833,"Although not wishing to be bound by theory, it is believed that such additions influence glass formation.","such oxide additions may decrease the melting temperature of the overall system (i.e., drive the system toward lower melting eutectic), and ease of glass-formation.","further,",for example
1834,"""i don't want to say bad people, but people who influenced me to do bad things.""",he started to break from those influences and gain a new mindset.,"eventually,","though,"
1836,He had thrown one to me the day before and I thought for sure that he'd recognize me and give this one to someone else.,"when it had rolled to the wall, i was the first one to ask him for it and he flipped it up without hesitating.","luckily,","though,"
1838,"WHEREAS, it is fitting to include them in our prayers and thoughts as we contemplate another season of Thanksgiving;.","i, j. caleb boggs, governor of the state of delaware, do hereby set aside the period of november 21 to 25, 1954, as.","now,",therefore
1839,"However, these advantages also come at a price.",the currency peg is a policy measure that can be used by any nation and will always remain a viable option.,"ultimately,","however,"
1841,"Periodically, the FRELIMO stronghold would receive national updates about the war from radio broadcasts that would provide some hope.",all anyone was trying to do was survive the present day and all its hurdles.,"ultimately,","however,"
1849,The last thing they wanted was to call into existence a federal government that would end up putting them under the same yoke as their government had done prior to 1776.,"americans acceded to the constitution, in large part for two reasons.","ultimately,","however,"
1860,Do you have any figures?,could it be true that property prices operate in a bubble which has little firm basis in the real world?,"ultimately,","though,"
1863,"The Sixth Amendment guarantees criminal defendants the right to a trial ""by an impartial jury. """,impartiality is one concern addressed by the amendment.,"obviously,","then,"
1866,"As a spiritual experience, his book is almost unrivalled at least for me.","too, i do not swear by every word that is to be found in so many editions published as the ramayana of tulsidas.",and,"then,"
1867,he maintains that his conviction was not final until the ohio supreme court denied his motion for a delayed appeal in 1994.,"the conviction in this case became final in 1971, when the time for perfecting an appeal to the ohio supreme court expired.","on the contrary,","however,"
1871,"Thus, a subject is increasingly considered at risk if the subject has a GFR which is chronically less than about 30, 20 or 10 ml/min.","a biopsy may reveal a decrease in the density of functional nephrons, or imaging with filtered agents may indicate losses of functional renal tissue and/or filtering capacity.","thus,",for example
1875,"I mean, I got an entire year's worth of titles from the BR thread alone, and it'd be great if the same thing were to happen for movies.","i don't think it'd be practical to have a single post per movie, because there're just too many of those around.","now,","obviously,"
1889,"therefore, just as in marriage or parenthood, you must be willing to be somewhat flexible and sincerely committed to responding, responsibly, to deviations from your expectations.","while doing some research on weight pulling, i came across a great, practical, primer/warning, by amy gerson, on what life with dogs can be like.",and,"finally,"
1892,Politicians don't want to preside over that.,laissez faire is equally unattractive to politicians because most people don't want to accept responsibility for themselves.,on the other hand,"though,"
1896,"Mustafa Qadri: Yeah, no, it's a good point.","we have not received any information, really, from the u.s. authorities about this case.","so,","in short,"
1898,"""By hooking-up with Clear Channel, Google [would] instantly get a big footprint in terms of market share and advertisers.""",efficiency drives profit growth in the radio market as audiences continue to shrink.,"overall,","however,"
1900,"The company will replace the battery if need be, but this also marks a first, I believe, for the portable Mac line.","the firm is able to make the notebook thinner than previous models, while still clocking in at 6.6 pounds.","by doing this,","however,"
1902,"Second, in PR, as well as in the disarmament movement, we see him drawn to political work that has the potential for broad appeal across various ideological lines.","this follows from the first two observations, my father's political work was always driven by an idealistic yearning for radical social transformation.","third,",and
1904,"It is very balanced in its handling of the acrimonious breakup of the band, not taking sides and to a large extent letting the protagonists speak very much for themselves.","it fleshes out the lesser known members, richard wright and nick mason, and gives a greater appreciation of how essential each member was to the band.","finally,","also,"
1908,"That way, she can pelt Mike with small pebbles whenever she feels like it.",i think this actually reflects how lucy and mike became friends.,"still,","though,"
1911,"Prevention is the best thing, then you have nothing to correct.",simply don't allow your horse in your space.,"so,",in other words
1915,Rhynes thought about filing suit against St. Petersburg for breach of promise.,he cut his losses and sent out letters to twenty u.s. junior colleges in september.,"ultimately,","though,"
1916,"As of 5 p.m. Wednesday, the undergraduate voter turnout was 28 percent.","last year, the turnout was 31 percent, according to college junior and nominations and elections committee vice chair for elections ariela cohen.","by comparison,",at the same time
1920,"The spokesperson emailed me: ""As a matter of policy, ATCC does not disclose information on the contents of its patent depository. """,the atcc head publicly explained that it did not have virulent ames.,"previously,","though,"
1925,"This time, it's about money.",it's still about race.,"or,","rather,"
1928,And everyone starts to know (or care) who is in the Hall.,"this is a huge win...we no longer have the tedious ""first year"" debate.","plus,",and
1930,Some newbies know more than those who have been practicing for many years.,"many ""oldies"" know more than ""newbies. """,on the other hand,"though,"
1932,So we've got to have a broad base of opportunities for kids.,"i want to thank you all here at columbia heights for setting such a wonderful model, such a great example.","so,","again,"
1933,"At the beginning of the Radical Reformation of the 16th century, Mennonites left behind the religious tradition of single men and women set apart for service to the church.",there were single women and men who devoted their lives to the church - most frequently as missionaries.,"yet,",at the same time
1938,"However, their massacre of Billy Ocean's When The Going Gets Tough (totally lifeless) is unforgivable!","by request: the hits is very listenable, despite the throwaway songs from the debut album.","overall,","however,"
1940,He does not see a salary cap coming anytime soon.,he did bring up the imbalance created by the recent rash of massive local tv deals for teams.,"interestingly,","however,"
1943,When I think about Micah Wilkins now she's like someone I used to know.,like some character from a series i used to be obsessed with ages ago and haven't thought about much since.,"or,","rather,"
1945,"first, there's no way you can predict how a team will do by the outcome of their opening day game.","you can't predict a season by how a team plays in their first game, regardless of outcome.","or,","rather,"
1949,so i think what you are saying is relativistic mass has energy and energy has relativistic mass.,"the way peterdonis explained it, since relativistic mass is just total energy, we are saying that total energy has energy and energy has total energy.","or,",in other words
1958,"I had only been watching the show for about five minutes and I could already imagine the horribly long ""post"" I would be forced through my various compulsions to write.","like william shatner peeking out the airplane window in that twilight zone episode, i was compelled to flip back.",but,"then,"
1959,He sadly died before he could properly work on them.,"his collection of over 5,000 turkish fossils is now stored safely in the naturalis museum in the netherlands.","fortunately,","however,"
1960,I think he was a prisoner of his own conscience-ha knew what wrong he did to the Zambian people!,god is the judge.,"ultimately,","however,"
1964,Wilson was a member of the Second Continental Congress in 1775 and 1776 and signed the Declaration of Independence.,he fought the radical pennsylvania constitution of 1776.,simultaneously,"however,"
1965,aisc has no standardized.,it is intended to provide additional information.,"meaning,",accordingly
1967,"In the desert, the narrator is able to ""remember his name,"" or reaffirm his own identity.",he also experiences a nightmarish dystopian vision:.,"yet,","ultimately,"
1972,"Well, the Classic Material sale is now over and we are in full swing preparing for our new range in collaboration with Foot Patrol to be released this summer.",we're pleased to offer the last few tees in two of our most popular designs at the reduced price of £15.,"in the meantime,","however,"
1974,"He was funny, attractive, hardworking, charming, and tended to say ""all the right things"".",i figured out his words were just that....his negative actions and lack of follow through spoke louder than his words.,"yet,","eventually,"
1978,"while this was misguided, tax revenues were booming (in part because of genuine growth and in part because of the bubble) and it seemed like bigger government was a free lunch.",the house of cards collapsed.,"eventually,","however,"
1982,She was only thirty-six.,she was depleted both physically and emotionally.,"clearly,","though,"
1983,Augustine was full of dirty tricks.,"burke would have a chance at him himself, some sort of chance.","in the meantime,","though,"
1984,"For Becca, though, they form a prison, reminding her of all she's lost.","underneath the mask of work and gardening and ""moving on,"" under the cover of therapy groups and awkward conversations, they shiver and shake and go a little crazy.",and,"so,"
1992,"Likewise, an auditor's biases may lead her to unknowingly adapt over time to small imperfections in a client's financial practices.",the sum of these small judgments may become large and she may recognize the long-standing bias.,"eventually,","though,"
1997,"So, tried to draw something myself (hand, no computer), and managed to create a couple of sketches.","i've largely forgotten the art (wasn't really good at it, to be honest) and moved on to other hobbies.","yet,",since then
2001,"Cue up ""Dreams"" or some other such beloved Van Hagar song.",the ending of all endings could occur.,and,"then,"
2006,Any responsible student should put in the due diligence.,"it's easy for career, family, hobbies, and other everyday concerns to be elevated to godlike status.","yet,",on the other hand
2008,"whatever the reason for her ouster, however, most agree that holmes was the weak link in the first story.",that was essentially the same thing they said about maggie gyllenhaal in film two.,"in the end,","though,"
2015,So one can avoid all of this by investing in some sharp knives and a sharpener.,your confidence and desire to cook will be big.,"again,","by doing this,"
2019,"You remember the cripples from the war of 1870, how they begged or sold trinkets about the streets - and you would not want your son to be in that fix.",he will not have to be for we have something else to suggest.,"luckily,","however,"
2022,"""When you're looking for relatively small amounts of money, it's sometimes easy for your program to get lost.""","using ""partnership for peace"" money, the us made a 25 percent contribution as a member of the nato coalition willing to fund and enhance the basic system.","eventually,","though,"
2023,"The nudity brings the deity into the realm of human emotion, experience, and expression, since the body is recognizable to the viewer.","the nudity distances the deity from the mortal (clothed/cultured) experience, especially when the nude form suggests an idealized, immortal beauty.",simultaneously,"however,"
2033,"Jacobs may have gotten a temporary reprieve in the eyes of many rank-and-file fans with the hiring of Coach Malzahn, who has made all the right moves so far.","jacobs is the problem - or, at least, the public face of the problem.","ultimately,","though,"
2034,In the end I blame Obama for not blaming anyone but himself.,not evading personal responsibility is one of his greatest strengths.,but,at the same time
2037,many found this staging revelatory when it opened in 2005 and i clearly see why.,i didn´t to the degree that i expected.,"ultimately,","however,"
2039,You can't escape my Comma-ndo!,there are times i leave out commas because i want the sentence to move along without a pause.,"though,","again,"
2046,"Differences in maturation rates between Neanderthals and modern humans could have resulted in developmental incompatibilities for hybrid offspring, limiting or even preventing reproductive success between the two groups.",recent studies of fossil evidence have yielded much new information about neanderthals.,"in sum,","then,"
2050,Salt water and worthless.,there are no marine insurance companies.,"now,",and
2056,"Why, when we are mereologically analyzing my experience of a wine, do we need to test for the 'presence' of an item of my experience in that object?",why does 'quince jam' need to be a part of the wine for me to experience it in the wine?,"or,",in other words
2057,Perhaps I bought a size too large.,i love them.,"overall,","though,"
2058,"IOLTA programs are a very popular mechanism for funding legal services for the poor, and are now operating in every state.",iolta has become the most frequent and widespread instance of government takings of private property in america.,"as a result,","however,"
2068,It also hovers around the million-seller mark worldwide.,there is an opposite performance increase/decrease between these two games in the us and japan.,"interestingly,","though,"
2070,A chapter devoted to brief bios of the major pirates would have been an appreciated addition.,this is a very entertaining book that gives a lot of real information about a very interesting subject.,"overall,","however,"
2072,"And the effect of a definition is to form an Eidolon, duplicate, or image, of the thing defined.",we obtain a duad composed of 1 and its reflection.,"thus,","then,"
2084,"When questions about the Bible's credibility and history would arise in defiance against it, I would find answers to either knock apart the obstacles or find a way around them.",the obstacles i left standing were beginning to create a landscape of confusion in my mind.,"eventually,","however,"
2097,"As you can see, there is little isotropic or shear strain to be found when the g-Vector lies in the plane of the interface.",the compression on the small unit cell (upper right) of the interface is clear with both diagonal and normal reflections.,"by comparison,","however,"
2100,The white-collar woes coming out of the early 1990s recession resulted in flat real wage growth through the middle of the decade.,the job market for young college grads heated up considerably and the momentum carried real wage growth through the recessionary year of 2001.,"eventually,","though,"
2101,"Furthermore, it will not set quotas based on current prices.","of this agreement, $4 billion us, plus interest, will be repaid to the canadian softwood lumber industry.",consequently,as a result
2105,Both of these outcomes were measured in only one study.,the results could not be interpreted because the measuring instruments used were evidently not suitable for children.,"ultimately,","however,"
2106,She worked with members of Erich Muhsam's Munich group TAT on projects involving residential & living communes (a few members founded the Ascona Commune).,"everyday problems, including world war i, led the group to disband.","ultimately,","however,"
2108,(Reftel reports Kitamura's read- out of the visit to China by METI Minister Nikai.),the japanese business sector has shown little interest in the proposed u.s.-korea fta.,"in contrast,","however,"
2113,At least one inlet pipe 29 is connected to annular manifold 28.,the remaining portion of said second reactant feedstream may be passed through inlet pipe 35.,simultaneously,for example
2114,"Virginia Tech's defense boasts several pro prospects of its own, and will do all it can to keep the Hokies within striking distance.",tech just doesn't have enough offense to keep up with the bruins and ucla pulls away late to finish the season with 10 victories.,"in the end,","however,"
2123,"Early on, Kuprenas also wanted to be an artist.",i could not resist the lure of engineering.,"in the end,","however,"
2138,"If it's skepticism/hostility/apathy/non-comprehension, you might give deeper consideration to whether this is a good long term fit.","i'm a little more restless than average, and this is just what i, personally, would do.","again,","though,"
2142,The third mine is not home to very profitable selling ores like the.,it is home to the cursed tools and accessories and the.,"second,",but
2144,"But Dad's employer provided health coverage while they were here, and will pick it up again after they've settled down in their new home in France.","he'll be without coverage for a while after he leaves the us, and the family will lose theirs once he's gone.","meantime,","though,"
2152,"[0014] In the making step (step i), the sheet-like electrode may be made also in the form of a sheet, for example in a stacking method, respectively batch method.",the image may be recorded in reflection or in transmission.,"thereby,","in particular,"
2153,The system works by using the stylus to drag the columns of numbers either up or down depending on the calculation you are performing.,in the right order the numbers at the top will eventually give you the answer you need.,"by doing this,",and
2156,"Jansen initially told reporters sex between his client and the alleged victim last December was ""absolutely"" consensual.",he backed off the statement.,"later,","however,"
2160,"At the end of ""Conrad's Fate,"" it's hard not to wonder what is going to happen next in the series.",this book is a delightful fantasy mystery.,"fortunately,","in the meantime,"
2164,That many kids it would probably be best for a parent home for things like sports and extra cric activities and things like that.,they are ild enough to handle a few hours home alone after school because financially its best for both patents to work.,but,on the other hand
2166,Users out there who can help with problems and bug fixes.,they are accessable through the above email and.,"though,",and
2169,"tunisia also had 15 percent of people pick this option; the country has long had an unusually secular-leaning, europe-facing middle class and was for decades ruled by avowedly secular dictators.","very, very few middle easterners preferred this option.","otherwise,","though,"
2170,"With opinions all over the map, it's hard to forecast where Barkley will be drafted.",he'd be a severe reach in the top ten.,"clearly,","though,"
2178,"When we last glanced in Kingdoms of Amalur: Reckoning developer 38 Studios' direction, trouble was afoot - but it was tiptoeing, perhaps while disguised as some form of shrubbery.",things have taken a whiplash-inducing turn for the worst.,"now,","though,"
2180,"JCC Jr. is nowhere near the boxer of Sergio Martinez and, even at his advanced age, he really should have shut Chavez completely out...And he did for 10 rounds.",the massive size difference took its toll.,"eventually,","though,"
2181,These are necessary responses to urgent problems.,the rights of women and all human beings can be assured only within the framework of freedom and democracy.,"yet,","in the end,"
2190,"Mellish says there's not great data about this, but conceivably as more experienced miners retire and are replaced by greener miners, productivity could suffer.","the newer, younger miners could be stronger and more productive than the older ones.","or,",conversely
2196,"According to financial reports on file with the U.S. Department of Labor, a local Michigan Teamster boss took in nearly $90,000 in 2011.","the income al sprague made from his members' dues wasn't enough for him because, the jackson (mi) teamster boss decided to file for unemployment compensation.","obviously,","though,"
2214,On wednesday the president announced the administration demanded miller's resignation.,we have learned he will remain on the job until at least next week.,"now,","though,"
2220,"Such a notification can take many forms such as, for example, displaying text on the display screen or causing the credit card to vibrate.","a dynamic credit card may be realized by utilizing a counter, random number generator, or pseudorandom number generator to provide a coded number.",alternatively,"still,"
2221,His job approval (48% -47%) remains relatively unchanged.,house speaker john boehner's disapproval rating has sky-rocketed to 57%.,"by comparison,","however,"
2228,I pulled out my umbrella that I had been dying to use and we went with it!,"the weather cleared up before the end of the night, and we got some beautiful shots of the sunset.","luckily,","though,"
2229,"Of course this is just one paper, and I'm sure more studies will be done that will dive deeper into the data.","megaupload's successor, mega, will have launched.",by then,"though,"
2235,"I'm not so sure, In interviews after the race Hamilton seem shocked at the speed they pulled away from him.",it's a big though in my view.,"though,",and
2237,"in our experience, it has been essential for the evaluation unit staff to provide ongoing training and support to both grantees and program staff.","of this more rigorous process, the foundation now has more objective evidence that some grantees are more effective than others.","third,",as a result
2241,"It should About 10 pages into the book you get this sense that the same description, the same arguments, the same approach was used by Team Bush.",such a comparison was not prof. cole's purpose or intent.,"yet,","clearly,"
2256,"that is not the case here, however, for both the majority and i are in agreement that no jurisdictional defect is to be found.",the inquiry applicable to this case is the following: does this court properly exercise its discretion through its remand to the district court when (1) our art.,"in sum,",therefore
2264,"elements were added (blocked shots, three-pointers) as they became more relevant, and distinctions were created (offensive vs. defensive rebounds) as such dividing lines became more pertinent.","the box score has survived in relatively static form, all while players and fans alike have come to evaluate performance by its categories.","ultimately,","though,"
2271,"Mrs. Weston looked up, afraid to believe; but Emma's countenance was as steady as her words.",it did cease.,"fortunately,","however,"
2274,Taken together with his work on design and upon the 'resolution of intractable policy controversies' via 'frame reflection' this is a remarkable catalogue of achievements.,it is difficult to find a sustained exploration of his contribution as a whole.,"interestingly,","though,"
2278,"second, falling mortgage rates lead to refinancing, freeing up disposable income for additional consumption.",whether falling interest rates might stimulate consumption must depend on different marginal propensities to consume between creditors and debtors.,"ultimately,","however,"
2288,"You're better off keeping Litwick to battle Brycen, but you may have to grind it a bit.",i need you guys to help me choose who to drop out of my party for an axew.,"so,","basically,"
2292,"And actually, it's our bathroom, and essentially, Jenny, it's my domain.","point of fact, i can never get out of your life...we are one, my love.","further,",and
2302,"It's like looking it in a new perspective, from our Duncan-reliant offense, that is, TD creates the shots for our team, when he's doubled, he can kick it out.","our guards create our offense, hence tp's assists were up.","now,","however,"
2306,"Come to TechED and talk to the to the two PMs for C #and VB.NET...they both have programmed in VB6, and are sympathetic to the VB6 community.",it's all extremely overblown because programming is programming...if you're any good at it you'll be of to speed in an afternoon.,"overall,","though,"
2315,"After some prominent press (and some prominent naysaying), Bitcoin has suffered a bit of a crash, falling from a high in the twenties to about of $3 USD today.","the intensity with which users, experimenters, and entrepreneurs are still supporting what could best be termed a movement has not waned.","interestingly,","however,"
2326,"They could be much improved, they could be midway through the Colin Kaepernick era, or they may be in the running for Andrew Luck.","this is still patrick willis' team, coaching change or not.","ultimately,","though,"
2328,"The City has certainly made efforts to listen, through neighborhood meetings as well as surveys.","going out to an event can be a luxury, only available to those who have the free time.",but,"again,"
2330,The lesson UBNPC learned from this trend is that the optimum benefit period from a survey is likely shorter than four months.,"results showed high completion rates for many of the standards, evidence of the nursing staff on 8csicu providing excellent patient care.","overall,","though,"
2332,"Her generosity, both in giving money, time and labor for others, was boundless; and her kindnesses were made doubly kind by the thoughtfulness with which they were executed.",many of her tenants and neighbors had relations or friends who had emigrated to the united states.,"thus,",for example
