id,sentence1,sentence2,dm1,dm2
5135,"There were big increases in granite production, but at the same time the number of quarrying workers was reduced due to the introduction of steam and compressed air.",the number of workers in the granite cutting industry was rising and granite from other places was used as well as native stone.,simultaneously,"however,"
1984,"For Becca, though, they form a prison, reminding her of all she's lost.","underneath the mask of work and gardening and ""moving on,"" under the cover of therapy groups and awkward conversations, they shiver and shake and go a little crazy.",and,"so,"
5645,"Raw shark fins are processed by first removing the skin and denticles, then trimming them to shape and bleaching to a more desirable color.","in shark fin soup, the fins themselves are virtually tasteless.","interestingly,","however,"
5710,"there, the religion-is-the-foundation-of-morality crowd goes off the rails.","since christianity and islam also cleave to the golden rule, they seem to accept the same definition of good person as do you and i.",conversely,"though,"
3701,"Then went on a six-mile ""side trip"".",i got lost along with about a dozen other people.,"or,","rather,"
558,"I do not think I am any better than someone who has had an abortion, I simply feel that I am one of the lucky ones.","i hate the idea of terminations, i try my hardest not to be too judgemental regarding this issue.",because of this,"although,"
3097,(You have to love the Rube Goldberg approach to crime in these stories.),the woman's daughter accidentally knocks the boy's head off and believes she's killed him herself.,"eventually,","though,"
3431,"Typically, you can expect hormone therapy to control your prostate cancer for at least one to four years and possibly for as long as 10 years or more.",the prostate cancer cells adjust to the lack of hormones and begin to grow again.,"eventually,","however,"
307,"However, with his super-hearing, Superman picks up rumours spreading all over Capitol Hill that the President is actually missing and it's being covered up.","other circumstantial information, the man of steel comes to believe that he is the president, in his secret identity.",because of this,and
1475,Ways in which those risks may be reduced.,ki can be an extremely effective countermeasure.,"in sum,",therefore
3865,USA opinion polls on health charities and animal research.,"the sponsor of this investigation was an organization which opposes animal experimentation, the physicians committee for responsible medicine (pcrm).","again,","though,"
1269,Over time he became estranged from most in the Embassy and also from many back home in the State Department.,"in hindsight, he was proven to have been ""a lone beacon of american freedom and hope in a land of gathering darkness.""",however,"in the end,"
1146,So the filter must be tuned to attenuate the ripple with the freq which match the switching frecquency at low-load when the amplifier plays low volume.,"each ta3020v4b can deliver more than twice the power of a single lme49810-500w amplifier, not to mention the increased efficiency, lower size and lower weight.","indeed,",and
757,"Before you knew it, Anna Faris was impersonating Diaz in Lost in Translation, and it was funnier than any actual Diaz performance in years.",the laziness of earlier performances has evaporated.,"now,","though,"
6088,"First, data were acquired so that, where possible, the position of structures on the glacier could be compared between the 1997 and 2000 data sets so as to measure point velocities.","the real challenge of mamm, was to acquire interferometric data so as to estimate velocity fields.","second,",and
1896,"Mustafa Qadri: Yeah, no, it's a good point.","we have not received any information, really, from the u.s. authorities about this case.","so,","in short,"
632,"More accurately, it was a humongous waste of space with no purpose except, perhaps, intimidation; it made visitors feel as if they'd wandered into somewhere they didn't belong.",the hotel's management took the storm damage as an opportunity to redesign.,"fortunately,","though,"
4528,"even that obvious howler lasted for several months, but was perhaps one step too far: in september 2012, someone deleted the sentence entirely.",nabokov's name had migrated to the sidebar at the top of the page-and into the news.,by then,"though,"
1329,"all muslims are trustworthy, except those who have been punished with flogging, those who have borne false witness, or those of doubtful integrity.","other similar problems of undatedness, umar convened an assembly of scholars and advisors to consider the question of calendar reforms.",because of this,and
6304,"unfortunately, it will probably be even worse than this one.",you will die.,"fortunately,","eventually,"
56,"The Hyaks outscored the Pirates, 30-28, in the final two quarters.",the outcome was all but assured.,by then,"however,"
2181,These are necessary responses to urgent problems.,the rights of women and all human beings can be assured only within the framework of freedom and democracy.,"yet,","in the end,"
5026,"AkitaOnRails: I inquired Chad about this, but some people see Ruby 2.0 almost as 'vaporware', on the same level as Perl 6.",we see really fast development in the jruby side.,on the other hand,for example
2962,"It was so easy to reinterpret her physical pain for the pain of a broken heart, or unrequited love, or of being unable to live without a Fennimore brand refrigerator.",the pain knocked her down again.,"eventually,","though,"
1940,He does not see a salary cap coming anytime soon.,he did bring up the imbalance created by the recent rash of massive local tv deals for teams.,"interestingly,","however,"
3585,The dilators and insertions sheath are optional.,the distal end portions of the surgical instruments 10 and 20 may include eyelets for receiving the implant 34.,alternatively,for example
5150,"It can be assumed that the hat is made out of a light, but very powerful material, and acts as a skull-replacement of sorts.","edd is so weak in the series because all his strength goes to""holding up"" this hat.","or,",alternatively
2771,It claimed to be shutting down the option for security but is widely known to have done so to close off an easy piracy conduit.,it shut out legitimate alternate uses such as a nasa computer cluster.,simultaneously,"though,"
2256,"that is not the case here, however, for both the majority and i are in agreement that no jurisdictional defect is to be found.",the inquiry applicable to this case is the following: does this court properly exercise its discretion through its remand to the district court when (1) our art.,"in sum,",therefore
5984,I'd do what others have suggested; call the police department and have them present the statute to actually read.,"i never suggest this usually, get a lawyer.","then,",and
756,And in yet another patches of bright red are found throughout the canvas and smaller areas of pink interrupt the silver field.,"this is a further option, a field of green on the left edge can be set alongside a body of narrow vertical silver strokes.","or,",and
2512,"A strong America is necessary, a strong America is going to give us a much better chance for peace.",what we need is we also have to have prosperity as well.,but,"also,"
5995,This removes 'legacy' lttng - it hasn't actually worked for awhile.,has been replaced by equivalent functionality in.,"now,",and
2689,"the throughput of the road (the number of cars) is high, but traffic is not yet high enough to degrade my latency (otherwise known as the time i spend in traffic).","too many cars get on the road, and - boom!","eventually,","though,"
932,"To be more specific, he was standing right behind me when I took the picture.","things would change so rick would be in front, ben in the middle, and me in the back.","eventually,","though,"
6309,Italy is so much about tradition and history.,it is also about breaking rules and changing those accepted ways.,"then,","again,"
6449,"Oh, and laughter is good, but not as good as quick...manic...heavy...breathing.",an excellent intructable.,"overall,","though,"
3288,"15, the interleaving operation occurs during the packing of the second blocks from the second frame into the third blocks of the third frame at step 1508, and vice-versa.",the interleaving process can occur as a separate step from the packing process and still fall within the scope of the invention.,"again,","however,"
283,"In other words, remittances do not rise (nor decline) significantly after such human-made disasters.","in contrast, remittances to africa do seem to increase significantly after a natural disaster - even if these disasters are most often slow-onset disasters, such as drought.","second,",and
50,"And turntables and tape loops can be more concretely evocative than most other instruments, since they offer a direct path to other songs.",stelzer and talbot have no interest in using their instruments that way.,"clearly,","however,"
5909,"Application of camptothecin, etoposide, hydroxyurea, and genistein resulted a 10 to 60 fold enhancement in rAAV transduction from the basolateral surface.",none of these agents facilitated raav transduction from the apical surface (data not shown).,"interestingly,","however,"
4804,"In 1957, Caroline-JFK's adored ""Buttons"" -was born.",jack had little time for his family.,by then,"though,"
1830,"I completely dipped on Purple-crested Turaco, for example.","i was pretty happy with 195 species and also had a couple of difficult/rare sightings (yellow-streaked greenbul, marico flycatcher, gorgeous bush-shrike, orange-breasted bush-shrike) to make things more interesting.","overall,","however,"
1688,The figure could be in excess of Rs 100 crore.,sankeshwar may be itching to sell because he overreached himself and got too ambitious.,"in the end,","though,"
3980,"Whittingham pointed out several factors in the Utes' offensive struggles, but identified play calling as one culprit.","he acknowledged, and shouldered the blame for having not taken more shots down-field, especially with the success in the running game.","ultimately,","however,"
4951,Both suffered ankle injuries in Saturday's loss to South Alabama.,utsa continues to be relatively healthy outside the standard bump-and-grind of the football season.,"otherwise,","however,"
1371,"A very sloooow progression for most, taking years to manifest the symptoms that can be detected by the sufferer.",one is accustomed to their s.a.d (standard american diet) and is most likely addicted to the drug like substances that these foods ultimately are.,by then,"however,"
5005,"This installation ceremony appeared as a ""Postscript"" in the first Book of Constitutions, and, though only guardedly hinted at, there was obviously some secret ceremonial attached to it.",there is nothing to show that this was something restricted only to installed masters.,"though,",on the other hand
1892,Politicians don't want to preside over that.,laissez faire is equally unattractive to politicians because most people don't want to accept responsibility for themselves.,on the other hand,"though,"
5416,"I arrived in Reno in the early morning of August 30th, and the city reminded me of so many others I'd passed through in Greyhound rides through the American South.","it seemed different- more pristine, friendly and welcoming.","yet,",on the other hand
4778,"But who knows, maybe further Showtime experimentation with theater on TV may bring us even those goodies.","if you can find your way to a household paying its way for showtime, see ""the gin game. ""","meantime,","though,"
5917,"He went there on July 24, was questioned for at least one hour and then was released.",he received a further summons by telephone.,"later,","however,"
2650,Would we lack these markers of racism and thus loose our bearings?,": do these instances now serve the function of carrying the weight of all racism, and the problems with it?","or,",alternatively
4607,"The more intensive and extensive the range of these technologies becomes the more humans become capable of acting, but also, paradoxically, of being acted.","the image is always deviation, variation, difference.",simultaneously,"however,"
3759,it is possible to maximize the absorption of the active material of medicinal plants to 100%.,: the active material in the healthy beehive product from beehive essence has more than 6 times the strength of the basic material.,"or,",in other words
4220,The federal agency will be proposing new water quality reporting requirements for utilities this summer and plans to fund further research.,millions of americans are unaware of what their water utilities know: the levels of chlorination byproducts in their drinking water often spike higher than the epa's allowable annual average.,"meanwhile,","however,"
6213,"It's a terrible waste of what was, for the first half, a spectacular game I would've paid more for.",i really don't recommend it.,"now,","though,"
2153,The system works by using the stylus to drag the columns of numbers either up or down depending on the calculation you are performing.,in the right order the numbers at the top will eventually give you the answer you need.,"by doing this,",and
2674,"if so, block 528 sets the concept identifier to that of the lens, and if not, block 527 sets the concept identifier to null.",control passes from blocks 527 and 528 to associate the information to be pasted with the current lens.,"regardless,","however,"
1159,"For example, a security code may be displayed on a display and a digit of this code may be associated to a particular reward.",a particular code may be representative of a particular reward.,alternatively,for example
1190,"Aria and Hanna's ex-boyfriend, Sean start dating but then Aria also starts seeing her English teacher Mr. Fitz again.",like always a messes up their lives.,but,"then,"
5626,"Either there were no attractive girls (no two attractive girls, for they didn't like the idea of sharing), or no opportunity to isolate them.",their patience paid off in the most unexpected way.,"eventually,","however,"
1102,"On the basis of his phonetic analysis, he concluded that glossolalia is language-like.",he could not concede that glossolalia is a language.,"ultimately,","however,"
401,"From what I've seen, the bio-dynamic system works.","because of the mysticism surrounding the various soil additives and preparations, it just turns me off.",on the other hand,"though,"
775,"I'm not sure who should make that decision, though.","this command works as intended and there is no bug here, per se.","in short,","though,"
4596,"Their interleukin-6 levels reduced, and their cortisol levels decreased significantly compared to baseline, possibly suggesting that the volunteers were sleep-deprived before the study started.",their performance on the attention test didn't improve after recovery sleep.,"interestingly,","however,"
3997,"Moments later, the horse on the lead that Theriot was so impatient to pass, drifted off the rail while tiring, providing enough room to drive a Mack truck through.",it was too late.,by then,"however,"
3326,There is a lot of mythology in that claim.,"to add insult to injury, here is perhaps the largest ever special treatment programme being offered to minority brits--and by the bnp itself.","yet,","now,"
702,That's part of Solo's legacy.,there will come a moment when solo has to protect the net from an opposing threat.,"eventually,","however,"
4408,"That could be a close vote, but Murray said he has enough support to keep such a clause from being approved.",voters may well determine whether washington becomes the seventh state to legalize same-sex marriage.,"in the end,","though,"
2006,Any responsible student should put in the due diligence.,"it's easy for career, family, hobbies, and other everyday concerns to be elevated to godlike status.","yet,",on the other hand
4869,"His stumble on the break after Mata's pass found him alone in the box was disappointing, and his touch betrayed him at times.",ramires was a major force in the midfield today.,"overall,","though,"
2545,Google takes another tack - it first matches your keywords to pages its collected in its index.,it ranks each page based on how many other pages link to it - and how many link to those pages in turn.,"then,","however,"
6233,"A little before the MWC 2009 has started, i-mate announced its phone, the 810-F, which comes with a life-time warranty.",it will not be the company's flagship in its battle for a share of the smartphone market.,"obviously,","however,"
2529,Or do we know the genome better than that?,the best way to curb population growth is to make sure everyone has a tv in their bedroom.,"so,","clearly,"
6303,"For instance, Alvaro suggests complex numbers as being useful to 2D graphics - but he's really just talking about Cartesian coordinates and 2D vectors.",the code is going to end up looking pretty similar no matter which conceptual abstraction you used in your mind to get there.,"ultimately,","in the end,"
1783,It really was a wake up call and slapped me in the face to wake up life is short & our days are numbered.,other things that happened in my life i set out to be happy and live a life i want to live.,because of that,and
1932,So we've got to have a broad base of opportunities for kids.,"i want to thank you all here at columbia heights for setting such a wonderful model, such a great example.","so,","again,"
0,"This procedure may be used in any internal, preferably soft, tissue, but is most useful in breast tissue, lung tissue, prostate tissue, lymph gland tissue, etc.",treatment and diagnosis of breast tissue problems forms the central theme of the invention.,"obviously,","though,"
1836,He had thrown one to me the day before and I thought for sure that he'd recognize me and give this one to someone else.,"when it had rolled to the wall, i was the first one to ask him for it and he flipped it up without hesitating.","luckily,","though,"
6183,"Remarkably, little has changed in Weleda's gardens since more than 80 years ago.",they've grown a bit since then.shaving lotion 3.4 oz.,"although,","indeed,"
2342,He didn't make another movie for ten years.,"his reputation and then some was restored, first in japan and soon thereafter in the west.","eventually,","however,"
5548,"they think that because a body is at arm's-length, it is not really their business to get involved with it.",public money is involved.,"ultimately,","however,"
4366,"""I was starting to get excited about starting over and figuring out what else I can do.""",she was able to return to the studio and finish what she had started.,"eventually,","though,"
4329,"so when maher challenges these people, he is implicitly urging that everyone, religious and irreligious, submit religions to critical scrutiny.","this relates to the first, maher (explicitly?)","second,",and
5890,"simply by the method of a ""reasonable guess"", i decided to redo the editing with less contrast and saturation boost.",i have discovered for myself a pretty simple method of noise reduction especially suitable for the skies.,"later,","however,"
3554,"To console himself, he turned towards the Great Stone Face, which, like a faithful and long-remembered friend, looked back and smiled upon him through the vista of the forest.","he could over-hear the remarks of various individuals, who were comparing the features of the hero with the face on the distant mountain-side.","meantime,","however,"
897,The art doesn't leave your head.,"the need for a project, i took time to work on a long awaited project.",because of this,and
2190,"Mellish says there's not great data about this, but conceivably as more experienced miners retire and are replaced by greener miners, productivity could suffer.","the newer, younger miners could be stronger and more productive than the older ones.","or,",conversely
681,"They had a great game, you feel good about yourselves.","there's a lot of work ahead, you don't want them to be complacent.",but,at the same time
5943,This is you.,"the novel also asserts the need to recognise that those initially honourable intentions have gone sour, or at least been kidnapped and corrupted by forces more pragmatic and cynical.",simultaneously,"however,"
2673,"With the Great Video Game Crash of 1983, stocks in game companies plummeted, and Atari ended up dumping 14 truckloads of game cartridges and equipment into a landfill in New Mexico.","bushnell had already left the company, his nine-year noncompete clause with warner communications was up, and he was ready to get to work on his new ideas.",by then,"though,"
461,"In past years, my year-end awards have been a purely solo enterprise, but this year I reached out to a group of 40 Middle East politics specialists for nominations.","what you'll find below are just my opinions: books and articles that i read and liked, on topics that i find interesting, evaluated by my own idiosyncratic criteria.","ultimately,","though,"
6322,"Luckily for us, James Bond intervened just in time and, in the final reel, blew up the base.","a model of the base.the arrow on the cable car's altimeter is tipping 3,000m when, ahead, the peaked roof of piz gloria appears.","or,","rather,"
944,"Likewise, any Cuban who owns a cellphone can't use it without paying the astronomical rates demanded by the government cellphone monopoly.",raúl has encouraged the first stirrings of debate in the government-controlled media (which are the only media)--something fidel never would have allowed.,but,at the same time
4150,"She said that they had gradually disappeared from the more civilised world since the discovery of vril, and the results attending that discovery had dispensed with their uses.","so far as the horse was concerned, this region was so rocky that a horse could have been, there, of little use either for pastime or burden.","indeed,","however,"
2033,"Jacobs may have gotten a temporary reprieve in the eyes of many rank-and-file fans with the hiring of Coach Malzahn, who has made all the right moves so far.","jacobs is the problem - or, at least, the public face of the problem.","ultimately,","though,"
1334,The authors argue that digital cameras enable domestic photographers to take 'good' or professional-looking photographs and make certain capacities of professional cameras available for consumer use.,"they argue that the question of critical understanding of the politics of representation in domestic camera use remains, since technical proficiency is not necessarily always accompanied by analysis.",conversely,"however,"
346,"Further, in decisions involving fair trial the court was in favor of the prosecution 75%, and in favor of the defendant 25%.",the criminal defendant is at a distinct disadvantage in most criminal cases.,"clearly,","then,"
699,"I mean, after I realized some of what he's done, more-so.","lizzie borden the axe murderer would be a great birthday buddy, i'm sure.","still,","though,"
1547,"Or at least be gratified, in this nice review of The Particle at the End of the Universe by Adam Frank at NPR.",simply be amazed and astonished.,"or,",on the other hand
6455,"Sandoval is equally impressive as a singer and a trumpeter, and the mix of vocal and instrumental numbers is one of the most enjoyable aspects of this fine album.",this album is a joy and a pleasure.,"overall,","though,"
1671,"The headphones themselves are noise canceling, and of overall impressive quality.","the fact that they are also speakers, these headphones cost $159.99 (usd).",because of this,and
6413,This would allow Apple to compete with similar programs run by Amazon and Barnes & Noble.,"apple is expected to follow in amazon's footsteps, offering an incentive to authors willing to accept exclusive arrangements.","in particular,","though,"
5332,As illustrated in.,a registration center may receive information from a number of different retailers.,"thus,",for example
2508,"You can even see glimmers of that in the Iconia W510, with its lovely IPS display and optional accessories.","the w510 does a disservice to acer: with a chintzy build and a cramped, netbook-like keyboard, it confirms whatever pre-conceived notions shoppers may have about the brand.","ultimately,","though,"
3781,"Where in the US because there's so many guns, people feel the need to have guns as a deterrent.","i may be talking out my arse/being overly general, i believe violent crime stats in the us tend to show that guns cause more trouble than they prevent.","though,",and
1849,The last thing they wanted was to call into existence a federal government that would end up putting them under the same yoke as their government had done prior to 1776.,"americans acceded to the constitution, in large part for two reasons.","ultimately,","however,"
2481,"And before I forget, it is common sense that given the emphasis on interactive dialogue with demons, prospective importers should have competent Japanese reading abilities.",shin megami tensei is an acquired taste.,"overall,","though,"
6047,"In some embodiments, only a single function central control 110 is contacted to complete the payment transaction.",all of the payment information can be transmitted from pos device 130 to network processor 732 and host 733.,"thus,",for example
1747,It would take years for him to trust you again and maybe he would never trust you.,"if you keep doing it, then he should find out.","now,",on the other hand
2057,Perhaps I bought a size too large.,i love them.,"overall,","though,"
845,This is where Episode 1 of S6 begins; finding the Oceanic 6 as they land in L.A. and go about their lives as if nothing happened.,"the dimension jack and friends left, still exists where jacob has now been killed by nemesis.",simultaneously,"however,"
139,Why doesn't Operation Odd or Even activate in this situation?,"most counter-intuitive: when a monster with the elemental ability wins combat under the effects of hand to hand, elemental still activates if the winner has the dominant element.","third,",and
2592,"They were wrong, though I am thankful everyday that a particular warden was in charge, which made a huge difference.","it's sort of a combination of luck, perseverence, and hard work.","so,","in the end,"
1003,"the newton's advanced ink technology was criticized and mocked for its initial inaccuracy, a problem apple largely corrected in its newton 2.0 release.",many were convinced that its ink recognition technology wasn't really feasible.,by then,"however,"
3789,"I answer, The breath of his mouth supplies to him the place of all other weapons, as I have just now shown from Isaiah.","christ move not a finger, yet by his speaking he thunders awfully enough against his enemies, and destroys them by the rod of his mouth alone.","although,",therefore
4385,a lot.,"just as stephen wrote, everyone acted as if it were fine.",and,"indeed,"
864,"In other words both animes are about charas fighting, without fighting.",both feel the need to fight when plan a doesn't work.,"eventually,","though,"
4010,"Not so long ago, investors only had a couple of viable choices for their investing dollars.","you can modernize your portfolio very simply, thanks to the boom in a relatively recent financial innovation: exchange-traded funds.","now,","though,"
3223,"Late in the show, his music, heard on a radio, is repeatedly interrupted by the speeches of Mussolini and Hitler.",we've got the picture.,by then,"however,"
900,"As well he might be, because Polly's death was pretty gruesome.",you could make a valid argument that paul was more putting her out of her misery than straight-up executing her....,"still,","though,"
2601,It was while researching the possibility of swapping out the overhead console that I came across this website on a Goggle search.,"thanks to some great threads, i found it was an easy plug and play if you get the correct console.","luckily,",and
5232,So the MPAA figured that if it makes it easier to find such authorized alternatives that would be helpful.,that's a good idea.,and,"indeed,"
4863,The environmental impact report is reassuring in that many factors were thoroughly studied and ruled out because they do not apply.,the mountain of data tells us little more than what common sense suggested in 2006 when various locations were whittled down to a realistic few.,"in the end,","however,"
2459,"By far the best thing about it was Rhona Mitra, who manages to retain a level of credibility even when everything around her is going to pot.","marshall really dropped the ball with this one, and is making the masterful the descent look more and more like a fluke by the minute.","overall,","though,"
356,"I could see that adult Patrick was potentially annoying in his self-absorption, but his wit prevented me from being annoyed with him, which I felt was a great authorial achievement.",the novel somehow felt to me strangely empty.,"finally,","however,"
5396,"The Iranian boats did not respond to initial warnings, creating some tense moments when those small Iranian boats got pretty close.",cooler heads prevailed in what is a critical transit point for the world's oil supply.,"in the end,","though,"
2914,"Get the whole story down, the full sequence of events, from OCD's first appearance to your latest efforts at therapy.","record your reflections on these experiences - the philosophical, theological, and poetic self-inquiry that will show readers how you've come to understand what you've gone through.","then,","separately,"
3246,And the Western response as an invitation to further aggression.,"kurtz sees tribalism, despite its honor-shame culture, as more flexible than islam:.","interestingly,","however,"
1220,"Diversity is good, so we should approve of homosexuality.",why shouldn't we approve of bestiality as well?,but,"then,"
1115,Each month since that time.,higher prices don't always mean better profits.,"clearly,","though,"
835,Men have women and advertisers doing everything in their power to stimulate their libido from puberty on.,"even under these overwhelming brainwashing, manipulating conditions, men often seek to get away from women.","yet,","still,"
700,This makes the entire image look a little out of focus.,most of the work is of a very high quality.,"overall,","though,"
6479,suggest experiment with increasing it to 3 hours+ before retarding in fridge overnight.,"go by the dough appearance and feel, not time.","again,","though,"
4129,"Turning from the budget to the economy, Treasury's estimate is that the floods will reduce gross domestic product by about 0.5 percentage points, with the effect concentrated in the March quarter.",the rebuilding effort - private as well as public - will add to gdp and probably largely offset the initial dip.,"thereafter,","however,"
5823,Picks were made as part of an elaborate pre-game.,the right calls were needed for kansas state to prove itself on the grandest basketball stage espn can provide.,"in the end,","however,"
973,"It hits hard, has the possibility of an instant kill, and is an ancient heirloom.",the next best thing isn't too bad.,"by comparison,","though,"
194,I had never of Y.M.H.A.,hoped that it stood for 'young mens heathan association'.,"though,",and
3408,"Now coding generally can be long because it take the time to type it out and basically ""connect"" everything together and testing to fixed mistakes, bugs, and etc.",coding can be sped up when making similar things you can use coding to do that and make small changes.,"again,","though,"
585,He says a supervisor got furious and told him never again to embarrass a fellow agent.,"he had begun sharing everything he suspected with the justice department's inspector general, the office that investigates misconduct in any part of the justice department, including the fbi.",by then,"however,"
4854,"For awhile, soaking the wheel in water would cause the wooden wheel to swell out so that the rim would fit it snugly.",this just wouldn't work any more and the rim had to be tightened.,"eventually,","however,"
2826,Perhaps part of the anxiety that followed 9/11 was the recognition that in the modern world border control could not guarantee security.,these are problems that extend well beyond recent u.s. experience.,"in fact,","however,"
3703,Also leverage the parents of your kids - see if you have an influential parent or two that you can use as a reference.,you should end up in the school's front office to ask for an appointment in person.,"ultimately,","however,"
5449,"PeopleSoft fought back, as its chief executive, Craig Conway testified in court that he tried to ""vilify"" the offer.",conway left and ellison took peoplesoft in 2005 after a bitter court battle.,"eventually,","however,"
6283,"Similarly, taking direct control over subcontracting, rather than parcelling everything out to one or two big players, lets departments see what is going wrong earlier, he says.","hiring more civil servants with business experience, gash believes, the public sector is slowly getting better at handling such projects - despite often being legally outgunned.","by doing this,",and
2396,It's also important in travel and adventure so that you have ample time to describe and let the players grow comfortable with your world's society and landscape.,you will definitely want to go into a macro management style.,but,"eventually,"
2306,"Come to TechED and talk to the to the two PMs for C #and VB.NET...they both have programmed in VB6, and are sympathetic to the VB6 community.",it's all extremely overblown because programming is programming...if you're any good at it you'll be of to speed in an afternoon.,"overall,","though,"
130,"And from there, many of the other Facebook departments can do a better good job at integrating longitudinal data into their business processes.",facebook's feedback panel is a good first step in reversing possibly damaging user fatigue.,"overall,","however,"
4088,"In the same way, Muhammad is fearless in his battles and leadership, and his Muslims must not disobey him.","he confuses the story of cain and abel, saying that god at that time instituted the death penalty.","third,","however,"
3849,"You state that Wasteland has 400 movies, when they have 600 if not more.","this is one of the reasons i joined, they update 3 times a week.","also,",and
4221,"We'll start calling P2P games ""box fee plus required monthly subscription along with optional microstransactions funded"".","i know this is crazy, we could just continue to call them exactly what they are, f2p, b2p and p2p.","or,",and
5441,"From the roller 59, the waste remnant 58 is wound upon a roll 58a.","the composite coupons 63, 64 and 65 on the backing web 20 take the preferred cross-sectional form as shown in fig.",accordingly,"then,"
1863,"The Sixth Amendment guarantees criminal defendants the right to a trial ""by an impartial jury. """,impartiality is one concern addressed by the amendment.,"obviously,","then,"
4789,[0059] The dump frame 104 and dump frame actuator 128 are located within the width of the chassis 106.,either or both of the dump frame 104 and/or dump frame actuator 128 can be located outside the width of the chassis 106.,alternatively,"however,"
5713,But that was before the Big 12 lost only Colorado and Nebraska and pulled itself together.,slive is too good a poker player to express such concern even if he felt it.,and,"besides,"
1925,"This time, it's about money.",it's still about race.,"or,","rather,"
5011,"The RFQ, for hosted e-mail and collaboration services, specifies that the proposed solutions must be part of the Microsoft Business Productivity Online Suite.","interior limited its scope to microsft with the requisite limited sourcing justification document, telling google officials that microsoft offered unified/consolidated e-mail and better security than google apps.","ultimately,","however,"
3576,He was a veterinarian and was killed by a horse.,"a number of other circumstances, my grandfather was unable to go to college, even though he had received a partial scholarship.",because of that,and
2221,His job approval (48% -47%) remains relatively unchanged.,house speaker john boehner's disapproval rating has sky-rocketed to 57%.,"by comparison,","however,"
1408,Fake it 'til you make it.,we can rewrite the internal summaries that define us.,simultaneously,"however,"
5321,Essentially the same as supernatural forces are scientific forces that we do not yet fully understand.,"the mere fact that the practitioner believes in magick makes certain that, at least to some degree, the magick will unquestionably work.","ultimately,","however,"
1210,She does a good job as the story moves along and then - BANG - she does an emotional scene with Alex and Laina which is incredible!,i'll give her a 4.,"overall,","though,"
2166,Users out there who can help with problems and bug fixes.,they are accessable through the above email and.,"though,",and
1960,I think he was a prisoner of his own conscience-ha knew what wrong he did to the Zambian people!,god is the judge.,"ultimately,","however,"
4177,Hershey (NYSE: HSY) near $50 looks a lot more interesting than when it was hanging around $60.,"when you annuitize its current earnings at an equity rate of return, the extra you pay for assumed growth opportunities is large.","still,","though,"
916,[2] The Germans were able to reorganize and even counterattack (the Battle of the Bulge).,"the region of antwerp was secured, its port operating and supplying the allies.",by then,"however,"
111,You remember those?,that's what we got out of it.,"in the end,","then,"
635,Why people can't grasp this simple concept is beyond me.,"worst of all, more government in your daily life.","finally,",and
3985,"""I could book a trip to Western Europe any day.""",gross decided to take the job in western europe.,"ultimately,","though,"
4613,Maybe then the point will begin to stand out more starkly to you.,"too few reflect sufficiently on the significance of the fact that the living god of the bible has a personal name, and that this means something.","second,",because of this
5747,Commingling MSOP and IPA fluid at the surface is appropriate provided there are adequate well tests to assure accurate production allocation.,it is ordered that the following rules apply to the following affected area:.,"now,",therefore
2985,This too will become something they move with and learn.,we still have to talk about the issues so it happens faster.,"in the meantime,","though,"
305,This is when I was a kid.,you take something that's yours and you blow it up.,but,"again,"
1439,Knowing the exact volume is important to be able to put the observed change in the right context.,the volume of only very few glaciers was known reliably.,"previously,","however,"
6126,"Silva's proposal is to resign at the end of the month, and then be re-appointed December 1st at a salary of $40,000, annually for the next two years.","silva would be able to start receiving money through calstrs, the state's retirement program for teachers and education officials.","by doing this,","however,"
1466,"He quickly regretted leaving behind his parents, seven brothers and a sister as he tried to adjust to a new culture and lifestyle.",he grew thankful he had stayed.,"eventually,","however,"
6391,"whereas, the utah transportation commission has considered all testimony given at the hearing and the social, economic, environmental and other effects of the proposed route;.","be it resolved that the utah transportation commission concurs and supports the location and design features of the proposed project presented as alternative 1, at the public hearing.","now,",therefore
3423,I have to let them keep stirring in my mind while doing sporadic research.,some mental switch flips and i suddenly feel driven to push them to completion.,"eventually,","however,"
1867,he maintains that his conviction was not final until the ohio supreme court denied his motion for a delayed appeal in 1994.,"the conviction in this case became final in 1971, when the time for perfecting an appeal to the ohio supreme court expired.","on the contrary,","however,"
179,"I'd like to tell you I'm not the kind of gal who has ordered a fried Twinkie after a particularly rough gig, but I'd be lying.",why not celebrate the glorious resilience of hostess brands?,and,"anyway,"
3653,"You can grind the morehead ledge, as some have done, but i always just hit the fire truck directly.","i have always done this with the the production drop, but it isn't necessary, as you end up going the same speed after you hit the superkicker.","now,","also,"
4641,"One of those is Fort Zachary Taylor Park, or Fort Zach, a Civil War-era fort that's also the best local beach for a morning swim.",we were just filling time before a leisurely afternoon-turned-evening at the hogfish bar & grill.,"ultimately,","though,"
4956,Apparently Luke was not aware of the journey to Arabia; but an incomplete narrative is not necessarily inaccurate.,these suppositions would be inferences; and the falsity of them simply shows how cautious the historian should be in reading between the lines of a narrative.,"again,","however,"
4401,Addition of anti-P-selectin to alpha (4) integrin Ab-treated mice blocked all remaining rolling at each time point.,alpha (4) integrin-mediated rolling appeared to be entirely dependent on p-selectin as anti-p-selectin alone was able to completely block all leukocyte rolling.,"interestingly,","however,"
4334,As part of the scheme you can move around on one to two year placement at various locations within BP in Europe.,"if you are not the travelling type you can simply stay at your ""home"" location and take different jobs at that location.",conversely,"though,"
