id,dm1,dm2,sentence1,sentence2,Explicit Sense1,Implicit Sense1
1085,and,as a result,"The Tax Reform Act of 1986, which eliminated many tax shelters peddled by planners, and the stock market crash the next year did cause a sharp slump in such demand,",many planners had to make an unplanned exit from the business.,Expansion.Conjunction,Contingency.Cause.Result
1670,and,then,"""He became very angry at that, left my office","told a number of people that I was a wimp,"" Sen. McCain recalls.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
1488,and,then,"""It's like everyone climbing out of the QE II","getting into a lifeboat,"" says John Jacobson, an analyst with AUS Consultants.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
1325,and,as a result,"ATARI CORP., Sunnyvale, maker of personal computers and software, annual sales of $700 million, Amex, had minor damage",expects to be fully operational by tomorrow.,Expansion.Conjunction,Contingency.Cause.Result
2093,"ultimately,","though,","Jacobs may have gotten a temporary reprieve in the eyes of many rank-and-file fans with the hiring of Coach Malzahn, who has made all the right moves so far.","jacobs is the problem - or, at least, the public face of the problem.",,
1511,then,but,"At Shearson Lehman, executives created potential new commercials Friday night and throughout the weekend,",had to regroup yesterday afternoon.,Temporal.Asynchronous.Precedence,Comparison.Concession.Arg2-as-denier
1665,and,therefore,"However, they conceded that some potential bidders would rely on bank loans",would be hurt if the troubles of the UAL buy-out group signified a general unwillingness among banks to provide credit for debt-financed takeovers.,Expansion.Conjunction,Contingency.Cause.Result
1601,and,as a result,But the court said it lacked enough financial information about Sunbelt and the FSLIC,sent the cases back to federal district court in Dallas.,Expansion.Conjunction,Contingency.Cause.Result
2321,"or,",alternatively,They need healthy people to pay more to make it all work.,they'll need to charge more for obamacare-compliant policies in the future.,,
1804,but,at the same time,"They had a great game, you feel good about yourselves.","there's a lot of work ahead, you don't want them to be complacent.",,
2309,"in sum,","then,","Conferences, not war, is the instrumentality for settling disputes.","where absolute power exists, interests become polarized, a culture of violence develops, and war and democide follow.",,
1911,"overall,","though,",She does a good job as the story moves along and then - BANG - she does an emotional scene with Alex and Laina which is incredible!,i'll give her a 4.,,
1163,and,thus,Then I noticed the overhead light was swaying on its cord,realized what had happened.,Expansion.Conjunction,Contingency.Cause.Result
963,and,instead,"But knowing that mechanics would probably ground him for repairs, Mr. Brown skipped his stop in nearby Chicago",set course to get his load -- a few hundred parcels -- to the Memphis package-sorting hub on time.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
2869,and,"if so,","Surely, our fair Lone Star State doesn't have a wine producer on such a massive scale, does it?",is the wine any good?,,
1616,and,as a result,"Thus, in a civil case, a defendant may be called as a witness, he may be forced to testify or take the Fifth,",his taking of the Fifth may permit the drawing of an adverse inference against him in the civil matter.,Expansion.Conjunction,Contingency.Cause.Result
398,and,therefore,The government of President F.W. de Klerk is using this situation to improve its international image,head off further economic sanctions.,Expansion.Conjunction,Contingency.Cause.Result
584,and,then,"The Chinese leader, Mr. Lee informed Mr. Bush, expressed some regret for what had happened in Beijing",conceded that China's officials bore some responsibility.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
948,and,then,"The most controversial of these is stock-index arbitrage, in which traders buy or sell baskets of stocks",offset the position with an opposite trade in stock-index futures to lock in profits.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
704,and,then,"Worse, the properties then sit around deteriorating for maybe a year or so, but are resold eventually (because of the attractiveness of the low down payment, etc.) to a marginal buyer who can't afford both the mortgage and needed repairs; and having little vested interest that buyer will walk away",the vicious cycle repeats itself all over again.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
431,without,but,"It's the line-item veto, a procedure that would allow the president to kill individual items in a big spending bill passed by Congress",vetoing the entire bill.,Expansion.Manner.Arg2-as-manner,Comparison.Concession.Arg2-as-denier
292,and,for example,An imaginative producer could easily have created a fast-moving and interesting piece about how Congress really works --,"why voters in, say, West Virginia got a federally funded university project and building while voters in Arkansas did not.",Expansion.Conjunction,Expansion.Instantiation.Arg2-as-instance
145,and,specifically,Mr. Beall said that he was generally pleased with the latest numbers,cited a particularly strong showing by the company's electronics segment.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
2007,conversely,therefore,"Once we are convinced of the doctrine of eternal election, we assume (or logically deduce) that God has only and eternally viewed us as objects of His love.","we conclude that the non-elect, being sovereignly excluded from grace, can never be the objects of any kind of divine favor.",,
2481,"thus,",for example,And this is indeed how it frequently presents itself.,"in the commission's review of its activities in 2008, its then chairman sir christopher meyer described it as a 'mediation service'.",,
1165,and,then,Everyone at the Stick that day had started out as a spectator,ended up as a participant.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1452,and,thus,"Lucky for Cap, Ike was easygoing","soon went away, while the shah -- he kept coming back.",Expansion.Conjunction,Contingency.Cause.Result
2,and,then,"Workers dumped large burlap sacks of the imported material into a huge bin, poured in cotton and acetate fibers",mechanically mixed the dry fibers in a process used to make filters.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
576,and,then,"Raymond Donovan, the New Jersey construction executive who was forced to resign as labor secretary","indicted in 1985, only to be acquitted of fraud charges, often calls other scandal-tossed public figures to offer a sympathetic ear.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
2272,"eventually,","though,","It was so easy to reinterpret her physical pain for the pain of a broken heart, or unrequited love, or of being unable to live without a Fennimore brand refrigerator.",the pain knocked her down again.,,
339,and,then,"To confirm Mr. Guy's identification, Sotheby's and IFAR exchanged photos by fax,","the waiting man, apparently innocent of knowledge that the kylix was stolen, agreed to release it.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
1729,by then,"however,","In 1977, when Daood was attending a military high school in Pakistan, Alice took her son back to the U.S. to live in Philadelphia.",the teenaged daood was deeply immersed in pakistani politics and especially in islam.,,
2163,"again,","however,",This paper summarizes the empirical and theoretical research on executive compensation and provides a comprehensive and up-to-date description of pay practices (and trends in pay practices) for chief executive officers (CEOs).,there are feedback processes that cause an emphasis in pay and extrinsic incentives to create attitudes and behavior that make....,,
925,and,for example,"However, she remembers the lean years",recalls with relish wearing her first major American purchase -- that turban10 years later and having a Los Angeles boutique owner ask her if it was a Chanel.,Expansion.Conjunction,Expansion.Instantiation.Arg2-as-instance
265,and,then,"Its plan, instead, is to spin off the remainder of its real estate unit",to possibly do the same with its mining and energy assets.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
376,and,as a result,The flood of claims and counter-claims worried consumers,actually hurt sales of the new cereals.,Expansion.Conjunction,Contingency.Cause.Result
1808,"separately,","meanwhile,","Which, of course took place despite the existence of Prism's carte blanche data schlup.",industry group the cloud security alliance last month warned that us companies are losing orders from foreigners alarmed about the nsa spooks ability to access their data and communications.,,
1463,and,as a result,Mr. Paul says that he has feelers out over much of the globe,that potential buyers from as far away as Japan and Italy have examined the collection.,Expansion.Conjunction,Contingency.Cause.Result
271,and,so,"The next to be cloned, human insulin, had market potential","Genentech licensed it to Eli Lilly, which produced 80% of the insulin used by 1.5 million U.S. diabetics.",Expansion.Conjunction,Contingency.Cause.Result
696,and,thus,"However, shedding steel would run directly counter to Mr. Roderick's original rationale for diversifying into oil and gas: Having two major products would lessen the company's vulnerability to one market's down cycle",help smooth out the flow of cash and earnings.,Expansion.Conjunction,Contingency.Cause.Result
2940,"third,","second,",The biggest thing about him that I like is the fact he can play anywhere in the field and doesn't look uncomfortable.,short - i'm sure if he was in center field he could do it.,,
244,and,specifically,"Robert White, a vice president and manager of corporate trade at First Interstate of California, agreed with that view",predicted the U.S. federal funds rate will drop to between 7 3/4% and 8% within 60 days from its current level at 8 13/16%.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
2781,"clearly,",therefore,"Importantly, it is not the action of the physician that determines any potential possession of marijuana by the patient,"" the court's opinion states. """,the physician is not prescribing or ordering the possession of marijuana.,,
476,and,then,"Fortunately, an aunt with a college degree bought a small farm",moved us 50 miles north to good schools and an environment that opened the world of opportunity for me as an eight-year-old.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1972,"thus,",for example,"Generally, the reaction in (a) can be carried out in any appropriate way.",it can be carried out in a batch reactor or in at least one semi-continuously operated reactor or in at least one continuously operated reactor.,,
2098,"now,",and,Salt water and worthless.,there are no marine insurance companies.,,
2736,"anyway,",since then,Not cool.,"i've tried the clinique dark spot corrector, used it every day for five months straight and it did absolutely nothing.",,
2129,"or,",conversely,"Mellish says there's not great data about this, but conceivably as more experienced miners retire and are replaced by greener miners, productivity could suffer.","the newer, younger miners could be stronger and more productive than the older ones.",,
2752,"separately,","though,",go wild; i'll watch and offer suggestions.,don't edit talk: main page.,,
2920,"fortunately,","eventually,","unfortunately, it will probably be even worse than this one.",you will die.,,
1990,because of that,"though,","Great acting and, as others have noted, does not condescend to the audience.",you have to watch in order and you have to pay attention.,,
1814,"hence,",for example,The methods of the invention can be effected using any of the various aforementioned embodiments.,"an apparatus of the invention can comprising a parallel infrared detection system for simultaneously analyzing at least two samples, such as solid samples or fluid samples.",,
250,and,as a result,"""We have previously had discussions with representatives of Pinkerton's Inc. concerning the {sale of the company}","we concluded that we did not have liability under the contract,"" says American Brands.",Expansion.Conjunction,Contingency.Cause.Result
413,and,in particular,"The opposition Labor Party leader, Neil Kinnock, in a display of the male chauvinism typical of the British lower class, denounced Mrs. Thatcher for having an independent mind",refusing to heed the men in her Cabinet.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
545,and,then,"Last summer, he chucked his 10-year career as a London stockbroker",headed for the mountains.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1193,and,thus,"Presidents Kennedy and Johnson were both big users of the impoundment power, but Congress saw its chance against a weakened President Nixon",stripped it away.,Expansion.Conjunction,Contingency.Cause.Result
738,and,in contrast,That plan would leave existing preferred shareholders with at least a 41% stake,give common shareholders as little as 13%.,Expansion.Conjunction,Comparison.Contrast
310,and,then,"But the Oct. 17 temblor put a halt to much nonessential building,","heavy rains last week slowed the rest, freeing construction workers for earthquake repairs.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
1640,and,so,Lexus sales weren't available; the cars are imported,Toyota reports their sales only at month-end.,Expansion.Conjunction,Contingency.Cause.Result
893,and,thus,"In addition, he noted, the issue would normally be the type purchased by property and casualty insurers, but recent disasters, such as Hurricane Hugo and the Northern California earthquake, have stretched insurers' resources",damped their demand for bonds.,Expansion.Conjunction,Contingency.Cause.Result
1131,and,then,"Asked the same question after his appearance, Democrat Florio identifies a staff member by name",explains her whereabouts today.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1449,and,then,"Why, he used to lay in wait for Cap; suddenly he'd leap from behind some statue of Marshall onto Cap's chest and grab him by the throat",choke him till he coughed up an additional $2 billion or so.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
2874,and,"then,","It makes a 90 degree turn, growing horizontally for another couple of feet.",it rises straight up again.,,
15,without,but,A soft landing is an economic slowdown that eases inflation,leading to a recession.,Expansion.Manner.Arg2-as-manner,Comparison.Concession.Arg2-as-denier
1891,"ultimately,","however,","On the basis of his phonetic analysis, he concluded that glossolalia is language-like.",he could not concede that glossolalia is a language.,,
721,and,therefore,"But freshness counts more than it once did,","stores are expanding shelf space for unconventional, but tastier, and often pricier, apples.",Expansion.Conjunction,Contingency.Cause.Result
1420,and,for that reason,"Showtime is a distant No. 2 to Home Box Office,","in May filed a $2.5 billion antitrust suit against Time Warner, charging the company and its HBO and American Television cable units with conspiring to monopolize the pay TV business.",Expansion.Conjunction,Contingency.Cause.Result
2602,"interestingly,","though,","No matter what people say, going to a top university does increase your odds of getting noticed.",my ubc degree didn't do much in that regard.,,
981,and,then,"He likes to tell the yarn of how he got lost on the expansive ranch during an early visit, took refuge in an office",called the front desk for help.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1818,"overall,","though,","I hemmed it with a stretch blind hem, rather than the recommended twin needle, and I think that it turned out quite well!",i'm really happy with it!,,
1539,and,so,"Many market makers in the S&P 100 index options contract had bullish positions Friday,",when the shutdown came they were frozen with huge losses.,Expansion.Conjunction,Contingency.Cause.Result
2500,"eventually,","though,",It feels like the light has passed us by and may never shine on us again.,"(and sometimes very slowly) we emerge from the shadows into the light, and the warmth and brightness is so much richer because of the time spent in the shade.",,
2711,"thereafter,","though,","After six days of casual use, including light browsing and tweeting, battery life remained at 60 percent.","as we ramped up our usage, especially by watching video, that number plummeted to 28 percent in a matter of hours.",,
363,and,so,"""This is virgin territory, unclaimed,","it's going to be nasty,"" said one observer, who asked not to be named.",Expansion.Conjunction,Contingency.Cause.Result
2232,"in the meantime,","though,","Microsoft will appeal, so there's a chance a higher court will overturn this ruling.",microsoft's now in a weaker position in its endless fight against piracy in china.,,
182,and,as a result,"Worse, says baseball author Lawrence Ritter, ""Someone will get a heart attack","that will be the end of the whole story.""",Expansion.Conjunction,Contingency.Cause.Result
985,and,then,It's like doing a documentary on apartheid,insisting that equal time be given to how terrific white South Africans are.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1929,because of this,and,"all muslims are trustworthy, except those who have been punished with flogging, those who have borne false witness, or those of doubtful integrity.","other similar problems of undatedness, umar convened an assembly of scholars and advisors to consider the question of calendar reforms.",,
1194,and,as a result,"Today a President can still send up spending rescissions, but they're meaningless unless Congress has a guilty conscience",changes its mind.,Expansion.Conjunction,Contingency.Cause.Result
1718,because of that,"though,",You're all very kind and supportive.,i feel an unsolicted yet 'keeping it clear' integrity need to reiterate i never claim to have this thing licked.,,
1628,and,specifically,"Small investors matched their big institutional brethren in anxiety over the weekend, but most seemed to be taking a philosophical approach",said they were resigned to riding out the latest storm in the stock market.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
1121,and,then,He rejoined his family in January 1984,"began the long struggle for justice, pressing everyone from Hanoi municipal officials to National Assembly deputies for restoration of his rights.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
187,then,but,"The Soviets insisted that aircraft be brought into the talks,","argued for exempting some 4,000 Russian planes because they are ""solely defensive.""",Temporal.Asynchronous.Precedence,Comparison.Concession.Arg2-as-denier
619,and,yet,"The Bank of England, on the other hand, had gold reserves that averaged about 30% of its outstanding currency,",Bank of England notes were accepted throughout the world.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
1567,and,so,"Charles Clough, a strategist at Merrill Lynch, says bargain hunting had explained the Dow's strength up to that point",that many market professionals were anticipating a drop in the Dow.,Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
1175,and,thus,"State engineers have made a preliminary finding that it was failure of the concrete columns, wrenched","separated from the double-decker roadbed, that was responsible for the collapse.",Expansion.Conjunction,Contingency.Cause.Result
2020,"ultimately,","then,","That doesn't really sound like fun, does it?","these are the two choices, laid out before each and every one of us: the way of life, or the way of death.",,
2356,"yet,","now,",There is a lot of mythology in that claim.,"to add insult to injury, here is perhaps the largest ever special treatment programme being offered to minority brits--and by the bnp itself.",,
2172,conversely,"now,","This is seen as producers having poor confidence in gold, their own product, and that weakened gold sentiment further.","producers are now unwinding their hedges as gold prices strengthen, as they want more upside price participation.",,
614,and,specifically,"Last Monday, Qintex Australia announced a restructuring plan",said it would sell off assets.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
1513,and,then,"He smoked Toronto in the playoffs with six hits, seven walks and eight stolen bases in 22 at bats,","continued that by going 3-for-3 at the plate Sunday, along with walking, stealing a base and scoring a run.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
1466,and,instead,"""Otherwise, the regulators will take it for decadence,","nowadays everything's got to be pristine.""",Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
401,and,so,"""I told him to make Mitchell reach for everything,",that's what we did.,Expansion.Conjunction,Contingency.Cause.Result
994,and,therefore,"The only U.S. liability in the region is what remains of the link to Mr. Barre,",that should be cut fast.,Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
934,and,then,"Motorola appears to have taken a Hitachi technology that is patented in the U.S., Hitachi says,","""tried to make it look like a new technology.""",Expansion.Conjunction,Temporal.Asynchronous.Precedence
371,and,in particular,"""It has made people think twice about how they use music","is forcing them to be more circumspect about doing a particular rendition of a song in its most famous form,"" he said.",Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
1864,"by comparison,","though,","It hits hard, has the possibility of an instant kill, and is an ancient heirloom.",the next best thing isn't too bad.,,
2138,"yet,","clearly,","It should About 10 pages into the book you get this sense that the same description, the same arguments, the same approach was used by Team Bush.",such a comparison was not prof. cole's purpose or intent.,,
593,and,therefore,"And Japan's minister of agriculture, forestry and fisheries told a committee of Japan's parliament that Washington's proposal was impractical",that Tokyo would continue to heavily subsidize its rice farmers.,Expansion.Conjunction,Contingency.Cause.Result
2548,"or,",and,"We'll start calling P2P games ""box fee plus required monthly subscription along with optional microstransactions funded"".","i know this is crazy, we could just continue to call them exactly what they are, f2p, b2p and p2p.",,
726,and,simultaneously,"By converting an expenditure or loan to a guarantee, the government can ensure the same flow of resources",reduce the current deficit.,Expansion.Conjunction,Temporal.Synchronous
826,and,as a result,"Mr. Vinson, the professor, got the law bug",formed Litigation Sciences.,Expansion.Conjunction,Contingency.Cause.Result
1803,"interestingly,","though,",The terms of the option will lay down provisions for independent valuation in the event of disagreement.,eads' press release on the subject is at pains to point out that the put option has not been exercised yet: -.,,
687,and,so,"""The company's stock is trading at 40 times next year's numbers,","that's too much,"" she said.",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
2187,"now,",but,My little one is 9 mo.,my husband and i have been trying to get pregnant with our second one for 4 months now.,,
136,and,subsequently,The company said local authorities held hearings on the allegations last spring,"had returned the plant to ""routine inspection"" in August.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
2421,and,"also,","Like its predecessor, Onomastica 2, the puzzle platformer/interactive art piece by mif2000, takes place in a world where words and objects are interchangeable.","like the original, it is whimsical, clever, and over way too quickly.",,
628,and,conversely,"Their tone was good-natured, with Mr. Packwood saying he intended to offer the proposal again and again on future legislation",Sen. Mitchell saying he intended to use procedural means to block it again and again.,Expansion.Conjunction,Comparison.Contrast
334,and,so,"""They hesitate to market NEC-compatible machines; NEC disapproves of such machines,","marketing one would jeopardize their relationship.""",Expansion.Conjunction,Contingency.Cause.Result
390,and,so,"Neither plan is dead, however,",the judge could force creditors to accept some version of them after ruling on the Minpeco-Manufacturers Hanover dispute.,Expansion.Conjunction,Contingency.Cause.Result
2281,"interestingly,","though,","The Patriots have played 18 games this year, including their two playoff contests, and scored before punting in nine of them.",that's subject to a big first-half/second-half split.,,
1109,and,so,"He also noticed that foreign makers were introducing many variations on the traditional fur,",he decided to follow suit.,Expansion.Conjunction,Contingency.Cause.Result
2461,"eventually,","though,","When ""Make Do"" Won't Do Originally, SWAT officers bought their own arms.","as need arose and new products became available, the city began purchasing the tools of the trade-except for handguns.",,
2667,"by doing this,","however,",There is no perceived need right now to erect a separate family for this Cryptocaris.,i unknowingly created a problem with regard to sieg's 1980 erection of a family cryptocarididae.,,
710,and,then,So the IRS has drawn a rationale from the sale of a home site split in two,sold in different years to the same buyer; a court let the seller in that old case treat this as the sale of one residence.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1039,and,therefore,"Investment bankers following UAL agree that the strongest impetus for an eventual deal is that the pilots have been attempting a buy-out for more than two years,","aren't likely to stop, having come so close to success.",Expansion.Conjunction,Contingency.Cause.Result
2400,"regardless,","though,",Time will tell if it was good enough to slide into the backup role in Tampa Bay next season.,gudlevskis should now be regarded as a legitimate prospect to be a future #1 goaltender in the nhl.,,
2856,"ultimately,","though,",HAL's discussion of its origins comes when Bowman shuts it down by removing various hardware modules from HAL's large central core (microprocessors were still on the horizon).,it turned out hal wasn't dead.,,
2008,"in the end,","though,",The figure could be in excess of Rs 100 crore.,sankeshwar may be itching to sell because he overreached himself and got too ambitious.,,
1561,and,as a result,"What's more, such short-term cataclysms are survivable",are no cause for panic selling.,Expansion.Conjunction,Contingency.Cause.Result
2726,"in sum,","then,","Views along these lines have been endorsed by Graham Priest of England, Jody Azzouni of the United States, and Otavio Bueno of Brazil.",there are essentially five alternatives to platonism.,,
1594,and,as a result,"Until recently, industry analysts believed decreases in retail ad spending had bottomed out",would in fact increase in this year's third and fourth quarters.,Expansion.Conjunction,Contingency.Cause.Result
2490,"or,","again,",or sometimes both go quickly after breakfast and finish the laundry in an hour to come home for the grinding.,sometimes one of them stays home to cook while the other washes.,,
1112,and,thus,"""People are promoting furs in various ways","taking the glamour out of the fur business,"" says Stephen Sanders, divisional merchandise manager for Marshall Field's department store in Chicago.",Expansion.Conjunction,Contingency.Cause.Result
465,and,instead,Credit market analysts expected the Treasury to cancel today's three-month and six-month sale,to sell $17 billion of cash management bills.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
1560,and,then,"As the rally gained strength at 3:15 p.m., he smiled broadly, brandished his unlit cigar","slapped Stanley Shopkorn, his top stock trader, on the back.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
1223,and,then,A dozen white office workers fold newsletters,stuff them into envelopes.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1894,"ultimately,","though,","That said, I would not expect the result to change much, given that those pre-1998 patents made up less than 24% of the total.","as with any empirical study, this one comes has its limitations.",,
2933,"in the end,","however,",Now I can see how her blinders were formed.,it is up to myself to enjoy who i am and thrive in it.,,
2320,"then,","later,","First, he saved her life in the Pit.",he got her out of crane's clutches.,,
1508,and,so,"But Congress didn't anticipate or intend more public debt, say opponents of the RTC's working-capital plan,","Rep. Charles Schumer (D., N.Y.) said the RTC Oversight Board has been remiss in not keeping Congress informed.",Expansion.Conjunction,Contingency.Cause.Result
1104,and,therefore,"But ""term"" means just that; the policy is written for a specific time period only",must be renewed when it expires.,Expansion.Conjunction,Contingency.Cause.Result
1953,"overall,","though,",Supergirl does tend to go crazy sometimes.,the interesting thing here is that this short hardly reflects the current dc at all.,,
338,and,therefore,"A spokeswoman for GE in Fairfield, Conn., said, ""Absolutely no one spoke to Jack Welch on this subject""","added, ""Anyone who claims they talked to Jack Welch isn't telling the truth.""",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
2016,"thereby,","however,","By recording medium of an image recording installation, the screen of an oscillograph tube is particularly to be understood.",significant information is lost which could contribute to a better image interpretation.,,
1859,"now,",and,He has had 43 months in his term so far where the jobless rate is above 8%.,all of the time between 1948 and 2009 when obama took office in cumulative months and which the unemployment rate was above.,,
2484,"so,",for example,"On the other hand, so called positive rights cannot be advocated for all.",hillary clinton's defense of the right to health care applied only to americans and not to human beings as such.,,
2772,and,"now,","It was likewise Joab who, under orders from David, had Uriah killed in battle, without raising a word of protest.",this military commander who would kill a righteous man at david's request would kill david's own son in direct violation to his orders.,,
1592,and,as a result,"Mr. Louis-Dreyfus, formerly chief executive of the pharmaceutical research firm IMS International Inc., has a reputation as a savvy financial manager,",will be charged largely with repairing Saatchi's poor financial state.,Expansion.Conjunction,Contingency.Cause.Result
2502,"in the end,","though,","Elena said she worried about accepting her husband's gift, but said she joked that a main concern was waking up with an accent like his.",teddy's decision didn't surprise her.,,
2445,"clearly,","then,",In a previous post I discussed how every prime up to 43 was used to factor numbers in the gap of 33 composites between 1327 and 1361.,what we have is a gap as large as is potentially possible ie.,,
2492,"ultimately,","however,","Whittingham pointed out several factors in the Utes' offensive struggles, but identified play calling as one culprit.","he acknowledged, and shouldered the blame for having not taken more shots down-field, especially with the success in the running game.",,
816,and,as a result,Lang is cutting costs,will attempt to operate the magazine with only subscription revenue.,Expansion.Conjunction,Contingency.Cause.Result
1067,and,then,The experiments involve encircling a thin rod of palladium metal with a wire of platinum,"plunging the two electrodes into ""heavy"" water in which the hydrogen atoms are a doubly heavy form known as deuterium.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
274,and,in contrast,"Some 1,111 Big Board issues advanced in price","only 448 declined, while broader market averages rose sharply.",Expansion.Conjunction,Comparison.Contrast
2216,"although,","obviously,",It's not that I don't trust you; it's to stop them expiring prematurely.,i don't trust you either.,,
865,and,in contrast,"""The downside is very considerable,","at the moment the upside is very marginal.""",Expansion.Conjunction,Comparison.Contrast
101,and,as a result,"Net cash income -- the amount left in farmers' pockets after deducting expenses from gross cash income -- increased in 33 states in 1988, as the drought cut into crop yields","drove up commodity prices, the department's Economic Research Service reported yesterday.",Expansion.Conjunction,Contingency.Cause.Result
1501,and,then,"""It was a case of human error, which we found almost immediately","corrected,"" a spokesman for Reuter in New York said.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
2266,"then,","separately,","Get the whole story down, the full sequence of events, from OCD's first appearance to your latest efforts at therapy.","record your reflections on these experiences - the philosophical, theological, and poetic self-inquiry that will show readers how you've come to understand what you've gone through.",,
171,and,yet,"Moreover, they said the first appropriations bill passed 200 years ago covered many different items,",there was no discussion of a line-item veto.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
107,and,yet,"""I'm doing the main story,","I'm already two beers drunk,"" said reporter Andy Furillo, whom the Times hired away several years ago but who returned to the Herald out of preference.",Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
1807,"though,",but,-ton- of scripting that really made the work area come alive.,none of it worked due to a missing area file that.,,
1521,and,specifically,"In London, prices plummeted in early trading",were off as much as 9% before coming back strong after the New York opening to close down only 3.2%.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
2954,"ultimately,","however,","It also seems to have a large amount of chaos for such a long, calculation-heavy game.",the game's charm outweighs its flaws for me.,,
2174,"overall,","though,","And before I forget, it is common sense that given the emphasis on interactive dialogue with demons, prospective importers should have competent Japanese reading abilities.",shin megami tensei is an acquired taste.,,
1896,"ultimately,","though,","They had given everything for the cause, but sometimes that is not quite enough.",we are judged on results.,,
1713,"ultimately,","though,","They also had an orange one and a pearlized gold dragon, both holding blue d20s.",i had to go with this one: a black mica dragon with a red scarab d20.,,
2451,"in the meantime,","however,","It comes down to what each side can prove, and perhaps one day we'll know who made the better case in this instance.",there's one thing we can say with a fair amount of confidence: it's unlikely that consumers duped by the similar mountain scenes will recoup their lost l.l.,,
2222,because of that,and,"""The house is going to eat us alive because we've lost so much value, around 40 percent,"" said Anderson-Lyman.","to be closer to family, they decided, at their bank's behest, to do a short sell and move to sacramento.",,
2312,"thus,",for instance,In another preferred embodiment the radiation means has several light sources with different emission spectrum.,individual light sources can be provided which radiate light in the visible area while further light sources emitlight in the infrared wavelength area.,,
2005,because of this,and,"The headphones themselves are noise canceling, and of overall impressive quality.","the fact that they are also speakers, these headphones cost $159.99 (usd).",,
295,and,so,"Bond Corp., British Satellite's biggest investor, would like to withdraw from the satellite-TV consortium,",analysts have speculated Hollywood studios might buy the Bond stake.,Expansion.Conjunction,Contingency.Cause.Result
712,without,but,Seattle's license fees for adult peep shows vary from those for other coin-operated amusements,"serving a substantial government interest and are unconstitutional, the ninth-circuit appeals court holds for Acorn Investments Inc.",Expansion.Manner.Arg2-as-manner,Comparison.Concession.Arg2-as-denier
72,and,therefore,"Many banks, particularly smaller ones, were slow to computerize",couldn't target market niches that would have made the programs more profitable.,Expansion.Conjunction,Contingency.Cause.Result
2626,"in the end,","however,",Hoffman gives his readers as much graphic sexual description as most could want.,hard is not a story about sex.,,
2241,however,at the same time,I've always felt more at ease with black men because of that!,skin color isn't the only thing i look at because i've dated white guys also and they didn't make my heart flutter in the same way!,,
2530,"now,","however,","To translate that, at the very least, you'd have to type everything into a translation engine.","with the ivy guide mini-translator, you can simply scan a word with a pen.",,
2852,"interestingly,","however,","Application of camptothecin, etoposide, hydroxyurea, and genistein resulted a 10 to 60 fold enhancement in rAAV transduction from the basolateral surface.",none of these agents facilitated raav transduction from the apical surface (data not shown).,,
481,and,then,"""People should remember their money isn't all or nothing -- they don't need to be shopping for the one interest-rate-type investment","putting all their money in it,"" says Bethesda, Md., adviser Karen Schaeffer.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
2190,"by doing this,","however,",Tesla's vehicles are meant to stand out in a crowd.,the brand has established an electric-luxury category in the already niche electric car market.,,
