id,sentence1,sentence2,dm1,dm2
3253,"At first, hog roasts were mostly popular during outdoor festivities.","with numerous hog roast lincolnshire caterers around, people can enjoy roasted delicacies at just about any occasion.","lately,","however,"
5104,We all know they make state-of-the-art machines astonishingly fast.,drive speed isn't the bottleneck in an older system.,"maybe,","though,"
6354,"These guys are out there--Pagan, Victorino, Swisher, Upton are a couple who are in that category.",you have to actually sign all 3 of them.,"maybe,",but
4878,Stealth-Based Mission: The forest outside of Grand Chokmah is a section of forced stealth.,"if you screw up enough, you can just choose to fight the guards.","thankfully,","though,"
4380,Remember we are paying less than the rate of inflation to borrow.,"they will find a useful investment for it, which means the total return in the economy goes up.","perhaps,","however,"
2444,But so often - and Tuesday was a good example - the Rockets seem to turn it into the chemical engineering classes at Delaware that I would never go near.,it will click.,"maybe,","eventually,"
353,"Most philosophical essays on ethics take a particular abstract stand on these questions - deontological, utilitarian, expressive accounts - and then argue to a conclusion abstractly, with perhaps some examples.","the conclusions seem too pat, too detached from the messy world of experience and some are too single-minded in their search for explanations (rational choice theory, evolutionary psychology).","inevitably,","though,"
5700,"The existing oppressions make it that much harder for not-white, not-male, not-rich, not-masculine people to claim a similar space for self-declaration.",it also makes such declarations incredibly subversive and hence gives them a kind of power of their own.,"arguably,","though,"
3496,Tea party-aligned lawmakers who triggered the shutdown that began on Oct. 1 said they would vote against the legislation.,texas sen. ted cruz (r-tx) and others agreed not to use the senate's cumbersome 18th-century rules to slow the bill's progress.,"significantly,","though,"
4907,"A Dayak goes on the war-path more for the sake of the heads he may get, than for the honour and glory of the fighting.","there is precious little fighting, as the dayak attacks only when his victims are unprepared.","generally,","though,"
4483,Causal connection?,you'd have to ask teresa to know for sure.,"probably,",but
4376,So is there anything new for Modern Warfare fans to look forward to?,those new things are what some people may consider to be trivial and aesthetic.,"absolutely,",but
5328,The Pope and Cardinal Castrillon are not judging the SSPX on interviews in a publication with a limited publication to their readership.,i doubt that's anything more than a guess on your part.,"maybe,",but
5270,"Valverde fell into trouble early on, losing touch with the main group.",he managed to latch back on towards the very end.,"surprisingly,","though,"
6448,Superman - On the fence with this one.,i have a custom of superman prime that came out better.,"probably,",but
5407,I think this is probably the most amusing explanation of Laplace transforms I've ever heard.,"it's not that hard, was it?","really,","though,"
3139,"Demand side factors, driven largely by domestic monetary policies, seem to have been central to macroeconomic developments in the 1970s and 1980s.","supply side elements, arising from both domestic deregulation and globalisation, have risen in importance.","gradually,","however,"
3766,"If you need to, you can step outside the Rails conventions.","there is no need to, and you can greatly reduce development time by embracing the conventions instead.","mostly,","though,"
2906,"But this sublime truth, though connected with no theory of future rewards and punishments, was received in Greece long before his time.","as the expressions of cicero indicate, thales might be the first who attempted to give reasons for what was believed.","perhaps,","however,"
385,"In the beginning, the dying were laid on the black marble.","each room contained three rows of low iron beds,.","soon,","though,"
6465,would i have been a better guitarist if i had chosen a right-handed guitar?,i don't think so.,"maybe,",but
5421,Did Clinton and co fudge the case to be able to use RICO?,i can't say i'm too upset by the results.,"probably,",but
4345,"Device (s) 524 in shoe (s) 532 augment GPS device 522 to improve speed and/or distance accuracy of system 520; however either device 522, 524 may be used without the other.",system 520 preferably provides approximately 99% or better accuracy (for speed and/or distance) under non-obscured sky conditions.,"together,","however,"
396,would simplify connections and give everyone an equally good experience.,i think dl consolidating in t4 is definitely where things are headed--it just can't happen overnight.,"absolutely,",and
1326,It's opposed by a vocal group of conservatives as well as a few liberals and libertarians.,it was tough to hear exactly who said what during the meeting in clearwater.,"sometimes,","however,"
4157,Are there examples of kids who were successful without an aerobic base?,i am talking about the vast majority of the highly successful ones have that aerobic base training.,"absolutely,",but
2944,"In another excerpt, Mr. Ballmer addressed MS Office for the Mac, a product his company earns many hundreds of millions of dollars on each year.",he seemed to suggest that the range of options for something as simple as a mouse is very limited for the mac.,"first,","however,"
5412,Kind of mean?,"it works, and no long-term harm done.","probably,",but
3055,"This actually annoys Hiro, who thought it was his job to stop the nuptials and doesn't like being Ando's sidekick.",the dumped groom kidnaps ando and demands that the wedding take place again or he will kill him.,"soon,","though,"
6360,"You may be thinking, ""A smooth ride?""",that doesn't mean the ranger 570 isn't tough.,"absolutely,",but
5040,"In other words, the evidence provided by this section and the poem as a whole reveals our capacity for understanding.",it is also evident that this sort of success is only possible through poetry.,"significantly,","however,"
3204,Will the Swede ever become the first since Borg and Wilander to lift the Court des Mousquetaires?,it wasn't ever going to happen this year.,"perhaps,",but
5515,"In the particle coater 350, the particles 112 are coated using any suitable particle coating technology, such as by gas-to-particle conversion.",the coating is accomplished by chemical vapor deposition (cvd) and/or physical vapor deposition (pvd).,"preferably,","however,"
2388,"Having never traveled beyond Earth's atmosphere, Constant initially dismisses Rumfoord's vision.",he starts to take the forecast more seriously.,"gradually,","however,"
6112,"Perhaps it's the script's attempt to manipulate heartstrings via poor, fatherless Mookie's paternal longing for Sam, Van Damme's escaped convict with a heart of gold.",it's van damme's frequent semi-nudity and the script's resulting sexual anxiety.,"probably,","though,"
6393,Sometimes it's a matter of ignorance: I think we certainly need to do more to introduce young people to the saints.,"it's a matter of internal resistance, even cynicism.","often,","though,"
5604,Indeed it never carries emphasis.,the word only partly originated as a weakening of hier or daar.,"historically,","however,"
3468,"So, too, a defamatory attack on one's character should not be confused with the damage to a person's reputation that flows from that injury.","of defamatory statements attacking one's character, the individual suffers an impairment of his or her relationships with others.","frequently,",as a result
222,"and as it turns out, the soundtrack pretty much lives up to expectations.","it isn't the title song that kick-starts proceedings, but the song malang.","surprisingly,","though,"
3525,"And, as Bill points out, they're girls.",they wear each other down.,"gradually,","however,"
1379,You can find a comprehensive list of such distributions on the LiveCD List.,almost all desktop linux distros come ready to run in live mode.,"really,","though,"
2581,Wh- Where'd that come from?,they could have at least chimed in during a calmer scene.,"seriously,","though,"
2664,Expecting a little much I think....,we only have about $17 million left in cap space as per cap geek.,"perhaps,",but
2754,"Third, a specific procedure in torquing the bolts is required with most rod bolts for an accurate job.",the strongest reason for using a rod-bolt stretch gauge is simple from an engineering standpoint.,"mostly,","though,"
1369,Do we need to get stronger on offense?,see above about several players starting to find their bats.,"absolutely,",but
6132,"rear-end collisions can involve serious injuries, many of which may not be immediately noticeable, with little or no pain or symptoms.",injuries become apparent shortly after the collision occurred.,"frequently,","however,"
2448,"Apparently, it was Knowshon who helped push Searels to Austin by looking so good.",the kid makes stuff happen.,"once,","again,"
2847,He reasons that the equations in physics are actually time symmetric.,"if the past influences the present, so too should the future influence the present.","theoretically,","then,"
3287,It was this way for a long time.,"as telephone use became cheaper, phone calls took over.","gradually,","however,"
3130,Plus I'm not sure how Clement will do in a big scenery-chewing villain role.,"this is a series with a tendency to blow past funny aliens into full-on campiness, and a 1969 setting could provide the ultimate campfest.","mostly,","though,"
1316,There they enjoyed a commercial supremacy for which their only rivals were the Arabs and which is most clearly evidenced by the universal currency of the Byzantine gold solidus.,"a change came about: the empire lost its maritime character and at last became almost exclusively territorial, as appears in the decline of the imperial navy.","gradually,","however,"
3616,i can't imagine why.,i found one of the terms for for ferrets to be the pick of the bunch.,"altogether,","though,"
4353,"read more about it in a feature article by associate editor luke geiver, beginning on page 18.",the biomass industry is facing the loss of many incentives supporting development.,"elsewhere,","however,"
1979,"(And if you think about that last phrase hard enough, you just might get dizzy.)",i marvel at how easy it would be if i simply didn't care about anything.,"seriously,","though,"
2253,Maybe this lack of moderation you refer to is before this?,over the last several years (i would guess 2007 or 2008 onwards) it was heavily moderated.,"really,","though,"
295,"For the next two or three years Kar kept to the margins, working more or less quietly.","she began writing again, also making her way into the newly established islamic courts (qadi courts) in defending a variety of clients.","slowly,","however,"
4712,"My Playstation 2 still works fine, and I still get more enjoyment out of reading a good book than sitting around a console mashing buttons.",there have been changes.,"naturally,","however,"
2064,They are now into the 3rd generation of breeding the foundation lines and the A's are almost 12.,"i've seen some gsd's that were pushing 15-16 and they were living, though barely.","truthfully,","though,"
2134,"in the winter months i've worn heavyweight wool or bamboo-blend socks with the evolutions, usually accompanied by a pair of toe-sock liners.",i've switched to a mid-weight wool blend sock and ditched the liners.,"lately,","though,"
1969,Could he have knocked the ball out of Chase Blackburn's hands on Brady's interception if he was healthy?,why even go there?,"probably,",but
374,"Condensing fifteen hours of music down to 80 minutes is a huge challenge, so it's not surprising that Maazel has concentrated on the usual highlights.","he's managed to make it all sound so coherent and seamless, something de vlieger's arrangement doesn't quite do.","remarkably,","though,"
4557,Had they failed as parents?,they realized that mario was looking at them and mirroring their actions - and thus they couldn't continue to look at mario's disability as a problem.,"soon,","however,"
2121,A poor choice?,"get your copy before they are gone, and don't laugh too hard at those of us who still read paper magazines....","probably,",but
982,So might a medicine cabinet filled with lithium.,"braff just suffers from the free-floating ennui that mose allison called ""young man's blues.""","mostly,","however,"
3683,"One member told me he thought it was a low tech solution (actually, he said it would look like Steptoe and Son).","as i walked out of the room and along the street, i saw a commercial bicycle advertising hoarding, so it's not too low tech for the professionals.","strangely,","though,"
907,"moore, meanwhile, bounced around from team to team, being swapped for a second-round pick three times and a third-round pick twice.",he proved to be a perfectly capable third-line center.,"altogether,","though,"
6396,"The national rugby community was mourning his passing, too, Monday.",sitton was tucson.,"mostly,","though,"
1987,Were the violence and the alienation of Starkweather just the beginning of some uncontrollable trend that would destroy the fabric of society?,it would take longer than anyone then expected.,"perhaps,",but
2772,"As an Igorot expressed it to me they are ""all same dog"" when they meet.","when they part, in passing each other on the trial, one asks where the other is going.","sometimes,","however,"
1298,"Theses judges looked at if the business had the potential grow, if it had a good culture, if its workspace was enjoyable, and how its leadership is structured.","none of the final startups are located in the bay area, which breeds hundreds of startups.","surprisingly,","however,"
2796,The creation of the Order of the Sphinx was an attempt to formalize and energize the loose community of magicians who had already flocked to the magazine as passive subscribers.,"the order was not exclusively for professionals, but for ""all magicians and lovers of magic,"" between whom the order offered to create a common bond.","significantly,","though,"
3460,but did the bill really die.,the intentions of the rwandan government have since taken another form: male castration under the cover of family planning.,"maybe,",but
4536,"As in Django Unchained, there's depth here if you want it.","there's korine, defiantly lobbing grenades at the mainstream and exploding it all to hell.","mostly,","though,"
3618,"Tucker, I expected, but the young guys, I thought they did a really nice job, too.",you're a college football player.,"particularly,","now,"
6311,Their mission will focus on counter narcotic operations and fighting the paramilitary insurgency.,the us is clutching on to its presence in the region.,"realistically,","though,"
352,Much of the technology is being imported and adapted from abroad.,innovation is now coming from north american manufacturers.,"increasingly,","however,"
5818,"His attention his easily diverted, so be sure to make training sessions interesting and fast-paced.","goldens are obedient and willing to work for their owners, because their main goal is to please.","usually,","though,"
2461,"In recent years, Asaro has offered her services as a science consultant and even participated in a NASA sponsored program on advanced space propulsion concepts.",she has directed most of her professional energy into writing.,"lately,","however,"
6306,"Theoretically, any officials and agents that had any hand in these practices could be criminally tried, including former-President Bush and former-Vice President Cheney.",such a scenario is extremely unlikely.,"realistically,","however,"
5431,are there speakers out there that will deliver more of the high end?,they will probably cost more and may favor one part of the frequency spectrum over the other.,"probably,",but
1287,"I, too, am still plugging away at NaNoWriMo, but I think I may be more behind with it than you.","i am actually enjoy the process, and i even took on piboidmo at the same time.","amazingly,","though,"
5422,"To most and for most, the company represents what a quality web host should be.","some believe that the company has begun to push their reputation as a professional web hosting provider and have delved into the realm of degrading themselves, and women.","recently,","though,"
1658,Upset special of the week?,i definitely think the bengals hand tight in this one coming off a bye week with extra time to prepare.,"maybe,",but
378,"It's a practice that is applied in our work, studies, personal development and our pursuit of God.",it can be difficult to apply and maintain.,"often,","though,"
937,"If pointing at the 70, for instance, you are doing 70 miles per hour.",this watch has 70 in the wrong location.,"amazingly,","though,"
4315,I'm tired of paying $5 for something that makes my palate burn under the tannic assault of light roasting and over-extraction.,i'm tired of the attitude of the people who make it.,"mostly,","though,"
3391,"The video triggered outrage online among netizens, with many users expressing their anger using the hashtag #RapeVideo on Twitter.",a number of social media users made requests to see the video and jokes about it.,"sadly,",at the same time
2947,"Holy Father, Croatia may soon be united to the other 27 nations that make up the European Union.",a certain skepticism toward the european union has been growing among the croatian people.,"recently,","however,"
4306,Rome thus ascribed ever greater prerogatives to itself.,"of political developments, it did become possible for the pope of rome to exercise wider and wider sway throughout the entire church.","gradually,",as a result
4574,"The teachers were relieved, and happy to have their school districts pay.",this caused more trouble.,"strangely,","though,"
4577,"(this season, in a sex-change skit, she will play a male for the first time, prospectively doubling her future options.)","ullman will give up tv, with its grueling pace.","inevitably,","though,"
3681,Showing off?,i suppose a king can't be shown up.,"maybe,",but
4271,"Others were borne out in practice, such as the ability of round barns to stand up in storms and tornadoes while their rectangular neighbors were destroyed.",the efficiency of the barn simply depended on its design and construction.,"often,","however,"
912,Buck Showalter: Can a manager be the face of the franchise?,a lot will pick showalter and not think twice about it.,"absolutely,",and
763,"Fishing interested me vaguely, and I did catch a good many large-mouth bass, small-mouth trout, and bream from that pond over the years.","it was the pond itself that attracted me; as i collected its inhabitants, insofar as i did collect them, the pond collected me.","mostly,","though,"
4753,"But it would be far more costly to build an inland bypass, in dollars and possibly the loss of old-growth redwoods, depending on the route chosen.",officials seem to be coming to grips with the most expensive proposition of all.,"gradually,","however,"
4006,A lot of work for a little gain?,these things are still possible.,"probably,",but
5046,I imagine it's quite an honor to be cast as a young Angelina Jolie.,i was too young to appreciate it when it was happening.,"absolutely,",but
4555,"The intellectually humble, who see themselves and their condition with unmitigated clarity, are more susceptible to forms of depression, for example.",viewing intellectual humility merely as the opposite of intellectual arrogance gives us an incomplete picture.,"presumably,","however,"
367,"And with Collins gone, the NHGRI may become more of a target for politicians who feel it has run its course.",collins's successor will display both his scientific and political skills.,"ideally,","then,"
2535,he was so drained by the experience that he fell to the ground...served the fucking bastard right.,he wasn't down for the count.,"amazingly,","though,"
2805,The government says what it hears most commonly from Saskatchewan people is that they want debt reduction.,it is not committing any additional dollars to debt.,"strangely,","however,"
3664,I lost count of the standing ovations.,"no other speaker at cpac rocked the house like palin did, either.","maybe,",but
1293,"So, at first, he throve under his light-heartedness; and only now became aware how great the strain of the past few weeks had been.","he began to be astonished at himself, and in the background of his mind, there arose a somewhat morbid curiosity, even a slight alarm, at his own indifference.","gradually,","however,"
865,"I'm not sure about the multiple protaganists, but I'm down with some honest experimentation.",i should be able to just wander off through the map and encounter a variety of bizarre and fascinating characters and situations.,"really,","though,"
2183,Girls' trip: Lisa and her sisters decided to take the trip of a lifetime to exotic Bali.,"i've been to cape town for the marks & spencer advertising campaign which i did with twiggy, dannii minogue, v v brown and ana beatriz barros.","recently,",for example
1429,Sadly Nomar injures his hamstring trying to carry Penny off the field during the victory celebration.,"if nomar's offense is subpar for 1b, why is it enough for lf?","really,","though,"
5744,"The administration says the threat in the deal is that the United States will reimpose sanctions it has lifted, and that the United Nations will do the same.",in the meantime the mullahs will have gotten their hands on $20 billion.,"maybe,",but
1612,And thus it is that Matthew here relates what took place between Pilate and the Lord.,"he makes a digression with the purpose of telling the story of judas' end, which is related only by him.","first,","however,"
311,"I know, I know, doesn't sound like a great recommendation!",i'm a dry shampoo-aholic.,"truthfully,","though,"
5790,Advance booking is always rewarded with a cheaper air fare.,"it is impossible to book far in advance, so taking advantage of last minute deals may also be an option.","sometimes,","however,"
678,"Many people think of chivalry as a concept which comes from tales of swords, knights and wizardry of the Middle Ages.","one of the best-known tales of swords and wizardry comes not from the middle ages at all, but from the 20th century.","ironically,","however,"
4355,"[407] Thus, the court essentially ruled that no strings could be attached to the foundation allowance.",the michigan court of appeals granted only declaratory relief and denied the plaintiffs' request for monetary damages.,"significantly,","however,"
2319,"Sales, mortgages (other than by way of deposit of title deeds) and exchanges of immovable property are required to be registered by virtue of the Transfer of Property Act.",all the above documents have to be in writing.,"evidently,",therefore
3042,But I continued to feel the uncomfortable surprise of having been sucessfully ambushed by someone of whom I'd always thought myself smarter.,a grudging admiration emerged.,"gradually,","however,"
366,"Contrarily, following the balanced way or the middle-path is the means to live out one's life constructively, and in accordance with that plan.","extremism has no room in islam, if islam is properly understood.","naturally,","then,"
5415,"It can be uncomfortable, even unnerving.","there's an enlightening ""aha"" moment that makes me wonder why i don't take the time to do it more.","occasionally,","though,"
542,"This is known as a Mendelian trait and can be used to explain a phenotypes such as eye colour, but also hereditary diseases.",it is merely one of many adjusting screws which skew your susceptibility to a certain phenotype in one direction.,"usually,","though,"
1182,"Preferably, the coating 28 comprises an aqueous-based dispersion.",the coating 28 may be a solvent-based dispersion or solution.,"alternately,","however,"
6147,"Maya took the elegant approach and like foreplay I said about her debut, she can only get better from here.","while getting it s perfectly natural to compare one prove to another up in a complimentary way, maya has.","perhaps,",but
3237,Maybe I couldn't afford-or my knees couldn't afford-a lifetime in a professional kitchen.,"i could do another stage, right?","surely,","though,"
3872,"It didn't look intentional-there's no history of bad blood, and purpose pitches tend to not be directly at a player's head, but under his chin.",danley burst out from behind the plate and issued warnings to both teams.,"immediately,","however,"
2089,My practice of running has been slim compared to pre-race time.,"i have found no shortage of places andâ occasionsâ to ""practice"" just for the sake of practice.","thankfully,","however,"
5368,"Quench your thirst with the house sodas, and treat your sweet tooth to a playful ""Choco Taco"" goat's milk caramel sundae.","the best fare is had at adjacent little goat bread, which specializes in baked goods, soups, sandwiches and salads.","arguably,","though,"
5068,It's an exciting read.,"the central premise of the book-that, through urbanization, human beings will find ways to avoid their own extinction-feels tacked on and unconvincingly developed.","oddly,","though,"
774,"This is a worry to be taken seriously, if a belief's being knowledge is to depend upon the total absence of falsity from one's thinking in support of that belief.","some epistemologists, such as lehrer (1965), have proposed a further modification of jtb - a less demanding one.","unsurprisingly,",therefore
1725,I'll take the hit in the arm any day of the week over a guy that's not going to track as much down.,i was answering the question.,"probably,",but
1579,Are there fact-based points that would point to Durant being a huge success in the NBA?,i took care to acknowledge them.,"absolutely,",and
4383,Tales of employees getting the short end of such deals abound in the tech industry.,few employees appear to ask the kinds of questions that would enable them to properly value their equity packages.,"remarkably,","though,"
5683,"In other words, in some embodiments the dummy to initiator ratio can range from 100 mol% initiator (i.e., no dummy molecules present) to 0.001 mol% initiator.",the dummy to initiator ratio ranges from about 95% initiator/5 mol% dummy to about 1 mol% initiator/99 mol% dummy.,"typically,","however,"
4792,"For years she swam, exercised and practised yoga.","she had to slow down, first to care for phillip, who was suffering a debilitating illness, and then because of her own frailty.","inevitably,","though,"
5020,"While attempting to keep the weight off his broken foot, he fractured his other foot just 2 miles into the march.","in keeping with his ""never quit"" attitude, he completed the march with 28 minutes to spare.","remarkably,",and
1538,Seems to be in all the papers?,compare the reporting of this with that of the alleged sexual assaults on that nz tour and during the world cup.,"absolutely,",but
2284,Is the current state of eDiscovery sufficiently advanced from a technology standpoint that it is indishtinguishable from magic?,that isn't necessarily a bad thing.,"probably,",but
5945,Is Appel a better overall prospect?,it's not so much to overcome that preference.,"probably,",but
3500,would i like to see 8 hours?,this is not a showstopper for me.,"absolutely,",but
1850,"In the future, I plan on having another.","i am boyfriendless and, despite a great deal of effort, that doesn't appear likely to change tomorrow.","presently,","however,"
4317,"As a freelance journalist, I often choose the subjects I write about.",editors come to me with ideas.,"sometimes,","though,"
712,Were we guilty of overhype?,there's no denying the ­power of lucy and desi back then.,"perhaps,",but
8,"""and do the painting and provenance tell us more about his sexuality, and possibly about the person to whom the sonnets are addressed?""","it may tell us more about the desire of wells to promote his new exhibition, shakespeare found, which opens next month in stratford.","perhaps,",but
2270,"It's easy enough that a kid could play, and spoons out its tale in a tone that's as warm and welcoming as a Douglas Adams novel.",there are few caveats in my recommendation.,"happily,","then,"
5691,"So, you see, we have a challenge here that is both extensive and intensive, as comprehensive as it is universal.",there are many aspects to the challenge laid out before us in the great commission.,"evidently,","then,"
6348,hungarian notation is inexcusable obfuscation.,"i have an object and a pointer to the same object, object and pobject.","frequently,","however,"
5742,"Do some people ""feel better"" without hair?",it is hard to separate the body image from the equation.,"undoubtedly,",but
3935,It is just your brain's way of defending yourself.,you have to listen to what your heart has to say and just do it.,"sometimes,","though,"
995,"With better cooling, could the max overclock be increased?","the vast majority of users will be on air, so that's where i spent my time testing.","probably,",but
2052,He knew that after Wang Jetty came Pang Village.,you could see literary star pavilion at the entrance to the village.,"already,","in fact,"
4894,The average thickness of the damping layer 496 A can be less than two millimeters.,the average thickness can be between approximately 0.001 millimeters and 1.0 millimeters.,"alternately,",for example
530,"As of right now, users of this blog have access to a new feature: boring colors!",i was trying to print something off this blog so that it was readable on a white background and realized this was a non-trivial task.,"seriously,","though,"
5221,"Based on earlier studies showing that caffeine increases extramuscular sodium, it was proposed that caffeine should augment creatine transport into muscle cells and accentuate the benefits of creatine.",caffeine has the opposite effect than initially expected.,"oddly,","however,"
2537,"For all kinds of reasons, some businesses get away with zoning violations, even for long periods of time.",new occupants are scrutinized more carefully than already existing businesses.,"typically,","however,"
5541,Is this the third time I'm reviewing one of your stories in two days?,i don't really mind!,"probably,",but
953,"As the complexity of software grew, programs with multiple subroutines became the equi- valent of autocratic households or bureaucracies with extensive division of labor.","bugs would appear because the right hand would not know what the left hand had planned, and so would modify shared data in unexpected ways.","increasingly,","however,"
1082,"for example, sub-array 190 may be set to be 24×24 μm or 27×27 μm to be as close as possible to a conventional 25×25 μm window.","each sub-array 190 has a grid size that is a multiple of evaluation window 180 size (i.e., the smallest necessary granularity) to make calculations easier.","preferably,","however,"
5503,The same old synagogue and the same old rabbi.,the normalcy felt a bit strange after the unexpected adventures of the past couple of years.,"oddly,","though,"
1411,My job in being given this award is to select ten that have influenced my work.,"i guess it would be twenty in this case, but i'm cheating a little in order to get my ""thank you's"" out in a timely manner!","technically,","though,"
3475,"(It's a lot like music: I sense the beats, and I know when they're on the timing or off.)","i select details i want to include, and then play with word order, synonyms or filler words to get whatever rhythmic effect i'm seeking.","usually,","though,"
4934,But there are more themes if you're not satisfied with the look of the picture in this thread.,you won't get the quality that you'll get from this one.,"maybe,",but
3038,"We do not know anything which more fascinates youth than what, for want of a better word, we may call brilliancy.",this peculiar kind of estimation changes very much.,"gradually,","however,"
5149,"Not exactly an advertisement for season ticket sales, is it?",the flow of comparisons that weigh the strengths of lewis versus the weakness that velez shows are meaningless.,"really,","though,"
3678,And princess gets what princess wants.,"i get a little, well...bent out of shape.","sometimes,","though,"
88,I am just not getting what you are saying.,"initializing ""middle"" to (any) one of the input values should work fine too.","perhaps,",but
5648,"These two events together, completely fulfill the 2 Thessalonians prophecy of what would happen, right before the Christ revealed himself.","things have changed, as have the people of earth.","mostly,",but
1227,"(""Does my bum look big in this pro-choice secular atheism?"")","""liberalism"" is a kind of teenage intuition of human desire taken to the ultimate degree.","really,","then,"
5522,"So like many Americans who move to cooler, rainier climes, I griped about the weather for months.",i stopped comparing these english summers to those i'd spent at home and began to take them for what they were.,"gradually,","though,"
5878,"When I grew up, kids were held back or had to go to summer school.","they've moved to an ""industrial, agrarian kind of model"".","apparently,",since then
3438,Has Cisco been approached about joining?,it's considering how it wants to be involved.,"absolutely,",and
954,"Don't run much, forget the sacrifice bunt, go for the long-ball, and take your walks.",the original premise of (at least billy beane's version) of sabermetrics wasn't so much to enshrine any particular strategy as baseball's version of the new testament.,"oddly,","though,"
3651,I take self-preservation seriously on each and every bike ride.,"i'll opt for an indirect, even serpentine, route along lightly traveled side streets (called non-arterial streets in public works lingo.)","frequently,",therefore
3466,Could I sue the restaurant?,why would i do that?,"probably,",but
1092,Could the Longhorns have benefitted from landing some of the guys UO recruited and rode to BCS bowls?,"huff, from houston, says the longhorns shied away from.","probably,",but
5048,"The group is splintered, with Marie increasingly desperate until she meets Elisabeth (Angela Winkler), an older farmer who appears to offer succor in the wilderness.",her farm isn't quite the haven marie believed.,"unsurprisingly,","however,"
883,I'm thinking of re-editing a version where the eKid teams up with Jar Jar Binks.,"i think someday it will become a cult classic in the way comparable to plan-9: fun to spoof, tinker with, and re-cast in different ways.","seriously,","though,"
2446,"this leads to the conclusion that their preferred candidate won, and therefore the military-industrial-media complex in the west saw no reason to complain.","a upa minister, glubam nabi azad, congress general secretary in charge of orissa, has alleged that there was voting machine fraud in that state.","remarkably,","however,"
5675,I've got a paleontology friend who is a slothologist I'll ask....,one could tell from location.,"presumably,","though,"
3045,"I exercise more, and I feel like I am eating more healthily.",the exercise is awesome.,"mostly,","though,"
5128,"Case in point, Dieter ranted about this way back in February.",we're just glad that walt (or at least katie) is reading us on a regular basis.,"really,","though,"
6117,"And what Hollywood does best is sell fantasies, through which moviegoers can vicariously experience what it is they really want and fear.","by predicting the oscars, one can also read the mind of society at large - at least as accurately as the pollsters in the recent new hampshire primary did.","theoretically,","then,"
2780,Need I say more?,you see where i'm getting at.,"probably,",but
5897,"Thanks, as always, for your generosity.",what i figured out is that i didn't have all the cards.,"mostly,","though,"
1231,"Finally, can the combination of reduced rotating weight plus reduced aerodynamic drag plus reduced rolling resistance due to a tire chance make for a perceptible difference in acceleration?",the difference is not going to be huge....,"maybe,",but
1532,Does Microsoft maintain its own JVM for Windows?,apple had provided library extensions to allow creation of fully integrated os x applications.,"originally,","though,"
535,We might even plan for it.,sometimes a little success can usher in complacency.,"sadly,","though,"
5560,"For now, it's business as usual at the Animal Welfare League of Arlington.",some of their four-legged friends will become internet celebrities.,"soon,","however,"
5326,"Indeed, in countries where there are still kings and queens, their roles have become increasingly ceremonial.","in our times, jesus would pray that ""kin-dom"" be what we all strive toward.","perhaps,","then,"
392,I was laughing out loud as I read.,my laughter turned to sobs as i became aware of what lay ahead for me.,"gradually,","though,"
4910,"Naturally, he was working for Army.",we had laughs.,"mostly,","though,"
37,"In this sense, the sounds of older influences within new music are not just a product of the artist's cultural borrowing, but of our own psychological interpreting.",we are not cognitively prepared to experience things as new.,"perhaps,",in other words
5137,It doesn't have to be something compulsory or even make the leveling experience any harder; in some cases it can even make the leveling easier or more fun.,"you know, i think you can't be as sharp as you were back then if you're now just doing normals and raiding a lot less.","maybe,",but
4767,Dave described trips to the beach and how he loved fourwheeling.,he listened to sam and kacie talk.,"mostly,","though,"
5557,Dumb question?,i've not heard either speaker and i'm hoping some of you have.,"probably,",but
5437,"Allow me to recommend a review of this monologue by Caroline Glick, Deputy Managing Director of the Jerusalem Post, that I posted on my blog about a year ago.",governments wanting a stable environment within their own nations might prefer to keep organizations like hamas at arm's length.,"arguably,","though,"
2422,"So, you could theoretically lose money on your Intel shares, while the QQQ remains perched above the strike price of your puts, due to a simultaneous surge in AAPL shares.","a large number of sectors have more than one dedicated etf, so you should be able to pick and choose.","happily,","though,"
861,The New York Times has published a report that says Maine's iBook initiative is a success.,"apple's name didn't appear at all in the article, and the word ""ibook"" was only included twice.","surprisingly,","however,"
5294,"To avoid this, enterprise buyers should spend time and money, upfront, to analyze requirements, areas of business process change, and the implementation plan (including testing) in great detail.","management and stakeholders demand rapid progress at the start, leading to rushed and incomplete preparation.","frequently,","however,"
795,"Embedded posts have been a big driver for sites like Twitter, Google's (GOOG [3]) YouTube and even Instagram.",facebook's effort is probably most about taking a shot at rival twitter.,"really,","though,"
4742,"I found that I have more gray than I thought, and I also noticed that people treated me differently.","i just like the look of my hair when it's dyed, so i went back to it.","mostly,","though,"
480,Does the UK benefit from being part of a larger free trade and free movement area?,but i'm sure there are those who believe that fortress england would better serve their personal interests and tastes.,"probably,","overall,"
4454,"If i was as guilty as they say Spence is I'd have my bags packed for club med, not a teepee in Ottawa.",keep in mind that those people accusing spence of being guilty are also accusing her of being incompetent and ill-prepared for the responsibilities she's been entrusted with.,"perhaps,",but
4813,Will Henry Cavill be involved?,nothing is set in stone.,"probably,",but
2392,will magdaleno give the boxing media something to rave about?,it won't be easy.,"probably,",but
4533,"Granted, Westbrook has only eight total attempts, but he has already gone two-for-two this season.",lohse's tremendous advantage in the experience department - 50 career attempts to westbrook's eight - more than offsets the small percentage advantage.,"presumably,","though,"
5666,would banks be able to hide proprietary trading within whatever limits regulators set?,the potential for punishment would at least act as a disincentive.,"probably,",but
